comment,likes_count
biden looked like the tin man from the wizard of oz on his walk to the podium,198
i find it hilarious that trump has singlehandedly created a need for a mute button for the presidential debate for the first time in history,195
grocery bill utilities bill childcare bill car bill insurance bill every single bill went up 100 i cant even save money anymore like i used to its just sad,195
hes right he did beat medicare he beat it to death trump,194
never interrupt an enemy while they are making a mistake,191
inflation has doubled where has biden been,191
when youre born in this world you get a ticket to the freak show when youre born in america you get a frontrow seat george carlin,191
they must not have fully charged bidens battery before this he almost powered down a few times,191
age 1329 democrat who just believes the world could be a better place age 30 immediately republican because you realise you cant fix the world with wishful thinking,189
when trump is speaking biden,187
yo momma is fat no yo momma is a perfect example of modern us politics,187
why do i have a feeling im watching another south park episode,186
5730 when biden said errrwxaa awqyu i felt that what a way with words,184
dealing with the covid look uhhhh we finally beat medicare mr trump its ur turn,183
were paying everyones bills one of the realest quotes for our day,182
he cant defeat me if he cant understand me boe jiden the art of democrats,181
how trump kept a straight face is beyond me i wouldve been on the floor dying laughing,180
3000 cnn reporter you have 10 minutes president biden biden mumbles for almost 2 minutes,179
groceries doubled or tripled they didnt go up 20,179
trumps side eyes to biden are iconic,177
im middle class and i never felt devastated until biden came into presidency,175
bidens face when trump talks is like a teenage boy when his dad catches him in the act,174
i bet the us cannot wait for trump to get back in,174
groceries are ridiculously expensive now 120 is a huge understatement,173
drinking game every time biden says the idea take a shot youll be drunk before you know it,172
trump 100 biden 0,169
somewhere in the universe aliens understand bidens mumblings,166
it is really funny how they call each other this guy,165
the idea that biden truly believes hes making sense and is mentally and physically fit to be president is flabbergasting,163
seriously i woke up depressed and began to read the comments here now im having abdominal aches of laughing so much nonstop thanks yall,163
putin and kim jong un definitely got out the popcorn when they watched this pure comedy gold,162
when trump said joe our country is being destroyed as you and i sit up here wasting time in this debate this shouldnt be a debate heartfelt concern indeed,162
i dont know who is telling biden that he is doing all this good stuff i dont see any of it i still live paycheck to paycheck and cant afford health care i wont be able to afford medicare when i retire either,161
im middle class and i made way more money during trump than during biden,161
how did america vote for this fossil 4 years ago poor americans,161
trump biden,158
trump spitting facts biden its a lie,157
first he blamed inflation on price gouging then blamed it on putin now 3 years later its trump hes gotta go,156
you can see trump genuinely feels sorry for biden,154
trump really didnt have to say anything just let biden talk and he wins,149
looking forward for an english translation for biden speaking,148
everything is great now my grocery receipt detected that was a lie,148
trump killed biden in this debate,148
get it right a basket of groceries that costed 100 costs 200 now gas was 2 a gallon and now its 5 a gallon,147
when he said groceries that costed 100 dollars are now 120 he must be talking dollar tree,145
you have the morals of an alley cat lol,141
biden is toast geez that was embarrassing for our country,140
who else feels unbearable pity for joe the fact that those closest to him are using and encouraging him is disgusting jill should be ashamed,139
name the 13 marines that passed away joe dont look at your watch,139
we are all cooked,137
trump is much more cognitive,136
as an egyptian i heard grocery that costed 100 then now costs 120 and i started laughing to us what costed 100 pounds then now costs 1500,134
this is insanely embarassing for joebama,128
the fact these two argued about golf near the end has me dying,128
it really looks like biden is reading a teleprompter,127
1153 covid i skibidi with,126
biden said 1000 trillionaries god help you americans,125
i just bought 13 essential items from the grocery store and it cost me 84 how on earth does our government consider that only a 20 increase this is more like a 100 increase,125
biden looks cooked,125
average presidential debate tries to grasp ideas and policies this one tries to grasp words and mouth sounds,125
please someone get a 35yearold president for the us for elections instead of having to choose between 2 expired presidents,122
when biden kept looking like i knew he was finished we not voting for sleeping joe,121
its like donald trump debating ozzy osbourne,121
biden almost got lost walking to the podium,119
is it supposed to feel like a joke why does this feel like a skit,117
the way biden looks so shocked when he looks at trump tho,116
trump and hillary finished their televised debate very late and needed to eat something to replenish their energy they entered a bakery together but both of them found that they had no money on them hillary hesitated for a moment then took advantage of the clerks lack of attention and reached out to take three pastries and hid them in her pocket she whispered to trump you see how smart i am the shopkeeper didnt see anything and i dont even need to lie i will definitely defeat you and win the presidency of the united states trump said is it your usual style to act deceitfully and steal in order to achieve your goals in fact you can also achieve the same result in an honest way look at me so trump said to the bakery owner i am the republican presidential candidate trump and i will perform a magic trick for you to show me please help me pass this pastry to me the shop owner was very curious and immediately gave him a piece of pastry as he instructed trump wolfed it down and asked for another piece but also swallowed it then trump ordered a third piece of cake and took another bite into his stomach at this moment the shop owner was a bit puzzled and asked trump when the magic would appear trump replied now is the time to witness miracles the three cakes from earlier were all in hillarys pocket,114
trump was clearly better than him in this debate,114
every time joe looks dazed and confused they take the camera off him,114
biden looks like hes itchy but doesnt know where to scratch,113
watching biden was the best comedy ive seen on tv in a while,112
trump is right biden doesnt even know what hes saying hes all just stuttering,110
i know a lot of people dont like trump and just want anyone but trump in office but if you actually vote for a man that cant even finish his own sentences you are insane and you are the reason for americas downfall i fear america needs a conscious president be serious,109
i didnt like trump that much but id rather vote for him than biden that much,108
joe the joke,106
every single time biden opens his mouth all i hear is circus music,106
these are wars that will never end with him donald trump,106
dont forget that he has the power to start a nuclear war,104
groceries increased from 100 in 2019 to 120 in 2024 is that moderator high try 300 minimum,103
uhno offense but white families are suffering also,102
i cant even understand what biden is saying,102
pov you do not live in america and find this entertainment,102
bidenmmmmmhjduejhhsmm trump i dont know what he said i dont even think he knows what he said,101
am i the only one who needed to turn on subtitles when sleepy joe is speaking,100
joe biden supporters are like christmas lights half of them dont work and the other half are not so bright,99
i made 60 k last year and i paid 22k in taxes i never paid that much 5 years ago,98
trump is saying things that biden never thought he would so biden ends up saying too little using too many words,96
trump cannot get into office fast enough,96
i remember 200 would fill two carts of groceriesnow gor 200 i get 50 worth of goods maybe 75,94
i smoked a joint before watching this,93
this debate was more like a roast battle,92
all i know is before covid we had money in the bank,92
i dont have to apologize to you for anything bro id vote for a 12 yr old before that guy,90
joe bidden looks terrible he needs to retire man,89
trump in debate biden in debate,89
my favourite part is when biden says number one as though a second point would follow and then it never does at one point he had two number ones in a row,88
i can spend 100 at the grocery store and leave with 2 bags that amount used to fill a cart those stats are waaaaaay off,88
biden looks like hes learning things every time trump talks maybe we should have a debate every week until the election so that biden can learn how to run the country a little better till trump gets in,88
trump this war should never been started i would say correct,87
watching the walking dead joe biden mumble and stumble over his week long practiced responses was sickening and terrifying for the people of the united states lets go brandon,87
wow 15000 new jobs in a country of 360 million wow i bet youre so proud,87
while pres trump is speaking it appears that the most popular president ever is busy looking at a laser pointer on a wall,87
heavenly father we ask that the best man to lead the country be the one elected in november in the name of jesus,86
we are so screwed,84
im trying my best to understand what biden is saying,84
at 2225 trump calls biden brandon i almost lost it,83
120 dollars for grocery buddy what i literally used to fill up an entire cart with just 100 dollars now if i want to fill up the cart id have to pay 300 dollars plus,82
biden lied righ on the first questiondamm,82
we still dont know what hunter was doing in ukraine for 80000000 a year from ukraine hunter was not qualified to d o anything there in ukraine zelinsky appears to be collecting a lot of money during this current war,82
trump is trying so hard not to crack up laughing his facial expressions when biden stumbles on his words is sending me,80
does anybody know how many times biden said the idea,80
president trump gave up his salary as the president of the united states and donated it to charity you still keeping your check,80
the amount of times biden said the idea is astounding,79
i cant believe the americans voted biden in power,78
biden talking about cutting taxes i think youve already had a chance to do so then the blame game never answer the question,77
the fact that i dont understand half what biden said thats messed up,77
312 bro is flabbergasted and we didnt even start,76
trumps brain still works like a young fresh one he can connect the dots in his mind pretty easy he can recall most of the events quickly quite impressive for his age,75
the saddest part about this debate is that even after watching biden ramble incoherently someone out there will still vote for biden,75
the ideathe idea that this corpse is president is despicable,75
putting the playback speed to 025x every time biden talks is so worth it,75
1153 covid i skibidi with,73
отпустите уже байдена на покой ему тяжело он уже заслужил теплый плед мягкие тапочки и симпатичную сиделку,72
joe biden in the beginning of every sentence the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea,72
number one the idea number two the idea,71
a 100 bag costs 120 now its much worse than that,71
the only good thing for biden here is that he wont remember any of this in an hour or two,71
why would any american vote for biden again this is insane,71
i am 21 years old donald trump has my vote again maga2024 fjb,69
when the people can agree that both these candidates are absolute trash we can move on as a country,69
trump when he starts talking,67
when youre unhappy come read the comments then cant stop laughing happy again,66
why did i get this video on search results for stand up comedy,66
2134 biden is me in math class when i thought id understood something but my teacher continues talking,65
jesus christ biden cant even talk,65
the moderators gave joe time to respond to trump but anytime trump wanted to respond to joe the moderators prefaced it with a followup question before giving him his minute they didnt do that for joe,65
biden sounds like a nursing home resident this is sad,65
most debate lets propose our best way to improve our country us presidential debate nah that dudes a liar he ruined it all,65
why do they keep cutting joe off when he starts going off script almost like they were told cut him off before he looks like a fool too late,64
trump sound so informedbiden sound lost,64
this whole debate is circus show with biden being the worst clown the world have ever seen,64
1157 so you dont have to find the we finally beat medicare part,63
biden looks dead walking dead,63
the federal government has too much power give it back to the states,63
joe has made the us a laughing stock,62
the i dont even know what he said part epic like this is michael jackson eating popcorn worthy epic,61
im european and this felt like an episode from a reality show have courage people cause in the end no one will help you stay true to each other and dont divide for those two,61
1153 covid i skibidi with,60
the fact of the matter is yall if i hear that one more time i swear,60
i financially had no issues when trump was in an now i can barely pay my bills im going to vote who allows me to afford to live,60
thats a lie biden my father had everything he needed by the va in trump 4 yrs until biden was elected my father was retired veteran army so yes biden you did cute back on the va care known fact and living spouse my mother that was married to the veteran,58
im french and i wish your next président will be mr trump,58
trump walk in like a wwe superstar,58
biden thousands of millions of jobs,56
biden sound like spongebob when he needed some water,56
joe couldnt even sell a used car,56
this guy looks and sounds so frail trump sounds so much sharper i didnt like trump before but there is a clear difference between the two its mind boggling were considering biden they should introduce a better candidate,56
omg biden you are embarrassing yourself,55
i am apolitical and not a trump fan so my opinion is based solely on logic i feel so sorry for president biden but after watching this debate this poor man hasis being exploited trump didnt need to be on the stage cnn could have just asked president biden the questions and the outcome would have been the same please give this man some dignity and have him respectfully step down,55
even the most liberal people i know say this economy is horrible everything is expensive,55
i make 50k a year far from a millionaire the only time i got money back on my taxes was when trump was in office,54
im so glad cnn covered this so their viewers finally can see what their news channel has been hiding from them these last 4 years now they know,54
trump is clearly the best candidate his heart is in the right place and he wants the best for the us,53
does america not have any eligible candidates besides these two clowns,53
stay strong mr trump,53
biden just saying anything he can think of,52
groceries have gone up way more than 20 stop playing us for fools joe sure did beat medicaid to death,52
trump is right we pay for the worlds woes we pay for everything when others get to pay nothing or next to nothing,52
president trump was very presidential in this debate,52
trump is your brain biden is your brain on drugs,52
bidens face when trump mentions how they left afghanistan,51
biden bye then,51
biden closing statement is the funniest thing i have ever seen in my life with his face expression and his stuttering i cant,51
good lord how is that guy able to stand for an hour and a half they pumped him up with the good stuff,50
evert body is discussing biden but trumps debate performance is masterful,49
the only thing more embarrassing than this debate is the fact that there are now people who were very vocal about never ever voting for trump who will now give him their vote imagine being that much of a screw up that you turn people towards the person they vowed never to back,49
if biden can debate he can also stand trial correct,49
this man has to go he said no inflation his economy is the best what planet is he on vote trump,49
where are the biden supporters hiding,49
i cant believe anybody would vote for biden,49
biden had over 1 week to prepare for this whats more he set all the parameters of the debate who would do it who could participate not rfk jr how long to respond 2 breaks never in past presidential debates he knew all the questions beforehand plus he was obviously medicated refused to take a drug test before the debate in my opinion he did very well just like his wife said in the tone youd use for a 3 year old the best he could im talking about his performance only not his policies which are clearly meant to destroy the usa good follower of the wef antiusa antihuman agenda i think trump could have performed better by being more specific about the economy his accomplishments in fact i dont understand what the left thinks trump lied about i didnt hear any lies from trump but i did from biden anyone surprised by bidens demeanor and behavior has clearly been watching the wrong media its been abundantly documented for years ask yourslef if you need a new news source because you are not getting the truth strangest comment biden saying women need abortion bc of being raped by their in laws and sisters sure that happens in his family showers with 12 year old ashley but thankfully few people can relate to that biden looks like he had a stroke when he smiled 12 his face was paralyzed but no one mentions that,48
biden should have retired with dignity 4 years ago i hope they just let him go now pathetic,48
that guy dont even blink,48
interest rates are up inflation is up and pay and jobs are down thanks biden trump 2024,48
we found ourselves in a situation where heres the deal,48
number one hes a lier number two hsdno funao fjir we finally beat medicare,47
when trump was president this economy was great he was a great president,46
trump looks very good calm and collected,46
the real reason why he lost was mentioned 2 mins into the debate pre written notes props contact with campaign staff are not permitted the mans a puppet not an intellectual,46
us middle class did a whole lot better under trump biden is wild,46
the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea,46
honestly at this point if a baby ran for president that baby has my vote,45
im not american but id like to know what type of person would who would vote for biden,45
were so cooked,45
wauw trump went on cnn and still won,44
why does biden sound move and talk like someone who never recoverd from a stroke,44
biden looking like who put this tie in me,44
take a drink every time biden says the idea,44
not the golfing argument on a presidential debate,43
i wish we had younger candidatesthe lack of energy is scary and sad we should be taking care of the senior citizens of the world not letting them run our world,43
biden looks like a spoiled milk,42
take a shot for every time biden said the ideea,42
biden looks lost in space trump looks strong and fit,42
this is not a debate its a conversation about what they are not going to do if they become president,42
no way bro just called trump a loser and a sucker 2628,42
im a lifelong democrat and im a veteran i think trump will take care of us veterans as far as our military pensions and service connected pay goes im a democrat who will be voting for trump,41
love how trump said biden didnt want it to be this way but he just doesnt know ive never felt like biden had a grasp on any real issues even back when he was vp all he spouted was nonsense and buzz phrases i can actually follow and understand what trump says,41
me as neutral non american need to say biden is the biggest clown in the history of the us i remember a time where usa was the best countrry everyone wasd looking up to but now its just a shadow of its own,41
wsj does not edit the debate they do let it be raw footage the whole time,41
thank you for leaving the comment section open because heres a pool of memes and jokes,41
this is like watching two old men fight over the last nutter butter,41
what a liar joe,40
bro the usa is cooked,40
any chance people will realize there are more than 2 candidates instead of endlessly bitching about trump and biden probably not but we can hope,40
the open mouth staring around by biden really seals the case,39
biden number 1 starts of slightly coherently number 2 starts to forgetting about number 1 number 3 starts to a complete word salad end with a mumbling,39
we have a thousand trillionares in america lol,39
where tf am i bidens thoughts,38
gasoline was 217 per gallon in december of 2020 a year later 350 or more nationwide fjb,38
biden sounds foreign and looks like a robot,38
2126 biden i think the medication expired,37
whose here after the assassination attempt,37
like him or hate him trump gives yes and no answers rare for a politician,37
this is idiocracy in real life,37
biden i cant think of any world leader who wouldnt trade places with me yeah cuz you cant think,37
trump anything biden the idea the idea,36
he skipped over the part where immigrants are staying in luxury hotels while the working class work 7 days a week and get paid for 3,36
1153 covid i skibidi with bruh we are cooked,36
heh my fav exchange was trump saying cmon joe lets not act like children and biden immediately snapping back with you are a child in the most proving the point way one could hope for,36
what we saw at the debate was not a bad night as many liberals described it to the contrary it was his best foot forward they finally saw a realistic picture of the guy they voted for without the liberal medias filters gaslighting and censorship,36
when you discover that your opponent destroys himself you dont lift a finger,35
i hate that theyre not answering the questions,35
issues discussed in this debate 1 inflation 2 national debt 3 abortion medication 4 immigration and border security 5 foreign policy 6 black lives matter 7 climate change 8 social security 9 childcare 10 opioid crisis,35
from all these comments i cant find anyone supporting biden trump will win,35
for people in 2070 whats up watching the debate of two presidents i see,34
2220 trump actually called him brandon,34
this debate was not about what they were going to do for the country this was two men battling over what they did or didnt do this was a travesty,34
this comment section is cracking me up help,34
i wish cnn would reveal why rfk jr wasnt allowed to the debate in atlanta we the people should be allowed to hear all the major candidatesa constitutional democracy works best when we have more choices,34
hear me out a term without a president,34
assuming 18 year olds make 140k from their first check is wiiiiiiiiiiiiiiiiiiiiiiiiiild,34
trump for president or were fvcked people really need to think their votes through,33
2133 trump i really dont know what he said in the end of this biden face expression,33
just the walk up to the podium is funny,33
costed me 8 for a bus ticket for one trip inflation is killing me,33
trump 2024,32
take a shot every time biden says the idea that,32
trump aint lying unluckily i had to leave my home because it had black mold moved me my spouse and our five children in a motorhome temporarily until we got back on our feet that was 2020 we were sick for a long time after and couldnt work so we desperately needed help with housing i was bedridden and my husband wasnt much better trying to take care of me and the kids out of desperation he had to leave me and go back to work dec 2023 my husband makes almost 2k a week and we cant get our credit fixed from the remaining mortgage on the mold house and get a place still because bills grocerys and everything is so sky high every pay check is gone quickly and we have nothing left to put towards debt to fix our credit enough to get approved for a place been on section 8 for almost three years obviously i applied years before he went back to working thats never been such a long waiting list in maryland and it is disgusting to see what ppl in our situation are going through in ny chicago and all the other places flooded with people who are getting housing and placement and the residents arent just terrible,32
1154 i skibidi with,31
is biden even alive during this this is like watching weekend at bidens,31
theyre doing more for veterans than ever before biden says im sorry but with what staff the ones you pushed out with vaccine mandates before deciding to not require shots after all the ones who jumped ship to other hospitals when the va couldnt match the pay increases everyone else offered to keep up with the inflation your administration caused the va im in touch with had to cut back on the total number of beds they could fill because they dont have enough nurses to tend to a full building a vet that i knew was unable to get admitted for inpatient hospice because the wait list for a bed was just too long,31
yall should go watch the dr phil and trump interview trump is not a bad guy,31
the worlds interest in the debate is to hear about their future plans and not blaming each other,31
look at this debate we need a age limitwe are in a world of trouble if we cant get anyone in there to fix this country we are doomed dont know if biden is capable to fixing it hes more into destroying our country trump maybe fix it but we are still in the process of losing our country we are in deep crisis,31
id be amazed if the democrats allowed a second debate this was an execution,31
biden is the saddest political joke ive ever heard of,31
is biden even talking or just breathing heavily had to turn on cc to know what he said,30
2134 trump roasted tf outta biden,30
president biden looks as if he isnt even there,30
imagining putins face while watching this debate,30
childcare for anyone cut in half give me a break oh boy a 10k tax credit buying their first homes when the house costs went up 23 times thank god i bought my house in 2017 and refinanced in 2020 under trump at 325 for a 30yr people cant afford to live now current home loans at 8 are setting homeowners up for a default property tax has went up insurance has went up for the middle class,30
this will go down in historygood grief,30
trump should have just gone in and repeatedly said im sorry i didnt understand a thing that he just said can someone please clarify,30
trump i dont understand what he said in the last sentence i dont think he understand it either burst out laughing hahahahaha,29
trump in and biden out,29
i gave this a thumbs up because president trump won hands down,29
felt like trump was a lot honorable than biden,29
we finally beat medicare yayyyyy,29
my father retired with 60 these two guys are fighting for a job with 78 and 81 big respect,28
trump couldnt be more right,28
lord please help us that is all i will say god bless everyone reading this,28
donald trump deserves to win,28
2543 the vetrapatdapattat,27
bruh im 30 mins in and i have not a single fkn clue what biden is saying feel bad for trump,27
biden spends so much time speaking for trump and avoiding questions that would require him to speak for himself its honestly pathetic,27
someone said that someone said every time biden looks at trump hes seeing him for the first time,27
this debate is more fun to watch than any other movie,27
theyre just like children fighting they left the question and fight against whos the better president,27
2249 that stutter got me rolling,26
i feel bad for biden poor guy can barely put a sentence together i wonder if he still has any readingwriting comprehension skills left just that thought alone should ensure that trump is just logically elected peacefully and patriotically,26
im sick of hearing the word the idea,26
sorry i just cant vote for any person male or female who cant speak coherent english,26
i am not american and dont know how you pick prisdent but in my country we dont make dementia patients our president,26
bidens face during this whole debate,26
ahahahaha americans have biden as a president,26
4654 another lie from biden,26
is this even a debate anymore it has more in common with a roast session,26
watching from scotland good luck america need too get rid of biden quick,26
from britain so who the hells been running your country then defo not this guy,25
but trump trying to keep a straight face was epic,25
all biden says us youre lying tries to say hes competent and veers off rambling the man is a train wreck,25
wait theyre giving more time to trump rather than biden,25
trump please comeback to white house,24
everytime that trump speaks biden start steering at trump and look to confused he is trying to keep up with trump but his brain is trying to go to sleep its like he is a zombie in the walking dead,24
let me say this again the price didnt go up 20 percent it went up percent,24
why was bien saluting to an non existing crowd when he walked in is he seeing ghosts,24
biden dont even know where hes at,24
biden looks as if hes seeing the grim reaper staying in the corner of the room when he looks up,23
different states having different abortion laws is great you dont agree with abortion laws move to a place you agree with still in the us and happy perfection,23
that 1000 yard biden stare is he on drugs,23
3300 the sound you make when the puppeteer accidentally slips a finger in the wrong hole,23
biden did not help us black folks trump got my black vote,23
you have the morals of an alley cat biden,23
just few minutes in this debate i cant stop myself laughing this is a joke the quality of this debate is not even half at par with barack obama vs mitt romney debate,23
trump biden ablablablaahhhhhh whats my name,23
trump his presidency is the worst in history and we are here debating it and we dont need to even debate it lol,23
do we have a translators for biden,22
congratulations everyone we beat medicare,22
im not a american but i lost my english after this debate,22
trump is right the world dont look at american the same usa is the last country i will ever move to,21
this trump guy might make a good president,21
bro went from jobs to his kitchen table to prices to literal drugs in 2 minutes biden,21
if you listen carefully you can hear joe thinking,21
they should have to provide trustworthy data sources with their answers,20
breathe joe breathe dont die yet you can kick the bucket after you lose the election,20
if i was choosing a manager for my small business and these were my best two options i would shut down,20
we definitely in a depression right now,20
trump is way too hilarious when hes constantly mocking biden,20
im here on the 5th of july 2024 biden always walks like a robot with zombie moves the old man should be home receiving home care,20
joe homie i like you but youre 90 years late to the party,19
who would have guessed that this would end up being one of the most consequential debates in american history edit and biden drops outoh boy,19
drinking game take a shot every time biden says the idea lemme know how it goes,19
trump is having a field day with bidden,19
i can count on my hands how many times he blinked,19
groceries are double not 20 more good grief fast food is four times more in my area their factcheckers for the announcer questions are waaaay off,19
i was in the states a couple of times this year and i cant believe how expensive the groceries have gotten as a canadian with justin trudope running my country it is expected but i wasnt ready for the usa to be the same edit not just groceries everything has gone up in price except for peoples salaries,19
its incredibly embarrassing to watch our current president,19
why is robert f kennedy jr not there in the debate why is the choice of the american people curtailed by the cnn why is the debate between a senile old man and the sex offender being peojected as the only choice of the people of anerica,19
this is giving well my friends dont like you even ask my mom vibes,19
are these two really talking about golf during a presidential debate wow just wow,19
2226 brandon just speak to them im dead,19
somebody needs to tell jake tapper that the united states is a constitutional republic and that anybody thinking we are a democracy is either corrupt or ignorant either way they shouldnt be a moderator,19
anybody here after biden withdrawal from the race,18
my 5 year old is sitting watching this with me we are irish an shes absolutely obsessed with trump ya just have to love him,18
listening to biden is like listening to the paint vibrating in that machine at home depot,18
biden the idea lie biden the idea lie biden the idea lie biden ah well anyways,18
are we seriously arguing golf handicaps on a presidential debate,18
i feel sorry for biden its sad when people make fun of him hes an old man and needs a retirement i hope usa will have better candidates after 4 years,18
trump button,18
i didnt know trump is such a great speaker seems like the media only gives us edited scripts but this one is as is,18
i recently watched the debate between trump and biden and was struck by the realization that theres nothing new in politics except for the media coverage and its influence on voters politics has always been a horrible nasty business driven by emotion lies deception and the hope for a better future its baffling that in our civilized society we still need these gladiatorial showdowns reminiscent of the roman colosseum where blood and guts seem to be what the masses crave despite this i believe we will survive as an american society weve endured much worse and are still standing however if we fail as a nation the world could be thrown into chaos it is crucial for our sanity and the worlds stability that we remain strong and united,18
as a minority i made the most money i ever had under trumps leadership made more dollar went further,18
trump is 78 let that sink in,18
i would love to see a debate with fact checkers and statics to see the faces after every claim,18
i feel like this is closer to an snl skit of a presidential debate than it is an actual presidential debate,18
so we have to choose between a sharp liar and someone who is too old to remember his lie what a time to be alive,18
trump done speaking biden lairrrrrrrrrr,18
as a black man i will put this on my mothers grave i promise you that i would have never ever voted for trump because of all the silly stuff however as i listen to him i will vote for him for 2 reasons our soldiers and being a retiree and the boarders this current president has done nothing for those issue he has just made it worse look the boarders its a hot mess they are coming over taken all kinds of jobs,18
trump rocked and biden shocked,17
for those of you reading this comment its okay its normal to feel lonely sometimes if youre going through tough times keep trying but never give up,17
how did we get here with these two,17
this man just called him brandon,17
