channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
FOX,Biden,"Ex-pals to expose Biden family 'scam,' sleuths uncover student disappearance lead and more top headlines",0.0,0.1263,0.5
FOX,Biden,Ireland's prime minister makes stunning announcement days after meeting with Biden,0.0,0.3818,0.5
FOX,Biden,Supreme Court debates Biden administration outreach to digital platforms over controversial posts,0.0,0.5994,0.275
FOX,Biden,"Biden 'hypocritical' in showing 'deep concern' for Enhanced Games, event's founder says",0.0,0.0,0.0
FOX,Biden,Biden wanders from campaign event after he sees baby in the crowd that he 'couldn't resist',0.0,0.0,0.0
FOX,Biden,Biden energy official behind woke crackdown to step down from job,0.0,0.2732,-0.2777777777777778
FOX,Biden,Charges dropped against Gold Star dad after mounting public pressure for heckling Biden during SOTU,0.0,-0.5106,0.0
FOX,Biden,Dems tap ex-Giuliani associate to 'debunk the bogus claims' of Biden impeachment probe,0.0,0.0,0.0
FOX,Biden,Biden looks for bogeymen to distract from Obama's opioid failures,0.0,-0.6369,0.0
FOX,Biden,America poised to witness what could be major blow in exposing alleged Biden family 'scam' to get 'rich',0.0,-0.0258,0.1125
FOX,Biden,White House's bizarre response after questioned on new report about Biden's anger,-0.2,-0.7506,-0.040909090909090895
FOX,Biden,Biden sweeps March 19 Democratic presidential primaries,0.0,0.0,0.0
FOX,Biden,Senator unconcerned by apparent SCOTUS skepticism in Biden censorship case,0.0,-0.4404,0.05
FOX,Biden,"Mark Milley, former CENTCOM commander to face grilling over Biden's Afghanistan withdrawal",0.0,0.0258,0.0
FOX,Biden,WH's bizarre response after questioned on new report about Biden's anger: 'Excuse me?',-0.116,-0.7269,-0.05340909090909089
FOX,Biden,These 10 states have gotten the most student loan forgiveness under Biden’s SAVE Plan,0.0,0.7428,0.5
FOX,Biden,Biden fails to acknowledge Hunter's estranged child in shoutout at Women's History Month event,0.0,-0.4215,-0.5
FOX,Trump,Trump comes to Kate Middleton's defense over photo editing scandal,0.0,-0.34,0.0
FOX,Trump,Trump team's initial brief in SCOTUS immunity case paired with warning about future,0.0,-0.34,0.0
FOX,Trump,Hillary Clinton says Trump is the only one ‘who can say they were better off four years ago’,0.0,0.4404,0.25
FOX,Trump,Trump-backed Bernie Moreno wins contentious Ohio GOP Senate primary,0.0,0.3612,0.35
FOX,Trump,Exclusive: Bernie Moreno touts historically 'powerful' Trump endorsement after Ohio primary win,0.0,0.7579,0.5
FOX,Trump,Trump's immense GOP clout on the line in contentious Republican primary in crucial Senate battleground,0.0,-0.5994,0.13333333333333333
FOX,Trump,Trump endorsement strength seen by winner of high-profile Ohio Senate race,0.0,0.8519,0.0
FOX,Trump,'Shark Tank' star battles cable news host over Trump fraud case: 'This is not America',-0.5,-0.7506,0.0
FOX,Trump,Former Trump adviser Peter Navarro reports to prison in Miami,-0.2,-0.5106,0.0
FOX,Trump,Clinton jabs at Trump legal woes: He's the 'only person' who was 'better off four years ago',-0.2,0.128,0.2333333333333333
FOX,Trump,What can Trump do after failing to secure massive $464M bond? Experts weigh in,0.0,-0.2263,0.2
FOX,Trump,Stuart Varney: NY AG Letitia James undermined the rule of law to 'get' Trump,0.0,-0.3612,0.0
FOX,Trump,Winner in high-profile Ohio Senate race shows strength of Trump's endorsement,0.5,0.8519,0.0
FOX,Trump,"Trump hush-money case: Judge permits Michael Cohen, Stormy Daniels to testify",0.0,0.0,0.0
FOX,Trump,Rep. Lieu accuses Trump of lying about not being able to pay $464M judgement; Mark Cuban says he's wrong,0.0,-0.8519,0.0
FOX,Trump,"Trump takes action against Stephanopoulos, ABC News over 'malicious' rape claims",-0.5,-0.6908,0.1
FOX,Trump,Trump accuses 'disgusting' AG James of convincing judge to undervalue Mar-a-Lago,-0.8,0.0772,-0.25
FOX,Trump,"Judge permits Michael Cohen, Stormy Daniels to testify in Trump hush-money case",0.0,0.0,0.0
FOX,Trump,CNN anchor blasts Trump's 'antisemitic' and 'dangerous' remarks on Jewish Dems,-0.7,0.0,-0.3
FOX,Trump,Trump says US will '100%' stay in NATO if alliance treats America 'fairly',0.5,0.0,0.7
FOX,Trump,Mark Cuban hits Dem lawmaker after he accuses Trump of lying about his net worth,0.0,-0.5994,0.15
FOX,Trump,Trump takes on GOP establishment in tonight's critical Senate primary,0.236,-0.3182,0.2
FOX,Trump,"MSNBC, ABC, Other Corporate Media Outlets Defend Trump 'Bloodbath’ Deception",-1.0,-0.4404,-0.0625
FOX,Trump,"Judge rules Michael Cohen, former adult actress can testify in Trump hush-money case",0.0,0.0,0.05
FOX,Trump,Nancy Mace scolds George Stephanopoulos for trying to 'use' her to damage Trump,0.5,-0.4939,0.0
FOX,Trump,"Trump sues ABC, Stephanopoulos for defamation after explosive Mace interview",0.0,0.0,0.0
FOX,Trump,Rep. Lieu accuses Trump of lying about not being able to pay $464M judgment; Mark Cuban says he's wrong,0.1,-0.8519,0.0
FOX,Trump,Trump reacts to Kate Middleton's photo editing scandal,0.0,-0.4404,0.0
FOX,Trump,Hillary Clinton mocks Trump as he faces storm of legal battles,-0.5,-0.6249,0.2
FOX,Trump,"MSNBC, ABC, others vigorously defend Trump ‘bloodbath’ coverage: ‘We did not miss the full context’",-0.7,0.2368,0.35
FOX,Trump,Trump suggests he would support abortion ban at around 15 weeks of pregnancy,-0.2,-0.2263,0.0
FOX,Trump,Billionaire gives Dem rep 'math' lesson after he accuses Trump of lying about net worth,0.0,-0.5994,0.15
FOX,Trump,Strength of Trump seen by winner of high-profile Ohio Senate race,0.14,0.7906,0.0
FOX,Trump,'Shark Tank' star slams Trump fraud case in heated exchange: 'What a great message to send',-0.8,0.0772,0.8
FOX,Trump,Trump says US will '100%' stay in NATO — under one condition,0.0,0.0,0.0
FOX,Trump,"Trump voters don't think he's very religious, but say he fights for religious communities: poll",0.0,-0.5499,0.0
FOX,Trump,Trump sweeps March 19 Republican presidential primaries,0.2,0.0,0.0
FOX,Trump,Donald Trump defends Kate Middleton over picture editing scandal: ‘Everybody doctors’,0.0,-0.4404,0.0
FOX,Trump,Former Trump official makes last statement as a free man as he reports to prison,-0.2,0.0,0.13333333333333333
FOX,Trump,Top Republican Senate group issues its own warning as Trump files SCOTUS brief,0.0,-0.1531,0.3666666666666667
FOX,Trump,Trump claims any Jew who votes Democrat 'hates their religion' after Schumer speech on Senate floor,-0.8,-0.4404,0.0
FOX,Trump,"Trump has message for Pence, other Republicans who refuse to endorse him",0.0,0.0258,-0.125
FOX,Trump,'Shark Tank' star battles cable news host in heated debate over Trump fraud case,0.12,-0.7506,0.0
FOX,Trump,Trump team files brief with SCOTUS in immunity case,0.0,0.0,0.0
FOX,Trump,The US legal system is 'devolving' amid Trump lawfare: Jonathan Turley,-0.7,0.128,0.2
FOX,Trump,"Melania joins Trump in Florida, tells reporters to 'stay tuned' for campaign future",0.0,0.0,0.0
FOX,Trump,HOWARD KURTZ: Are they trying to bankrupt Donald Trump?,0.0,-0.5574,0.0
FOX,Trump,"Donald Trump's 'bloodbath,' China's TikTok, and more from Fox News Opinion",0.0,0.0,0.5
FOX,Trump,"WATCH LIVE: Charges dropped against Gold Star dad, Trump-backed candidate wins primary",0.5,0.3818,0.2787878787878788
FOX,Trump,Nancy Mace scolds ABC's Stephanopoulos for trying to 'use' her to damage Trump,-0.665,-0.4939,0.0
FOX,Trump,Kevin O'Leary battles CNN host in heated debate over Trump fraud case,0.0,-0.7506,0.0
FOX,Trump,Trump unable to make massive $464 million bond — what are his other options?,-0.66,0.0,-0.20833333333333334
FOX,Trump,"NRSC, Steve Daines back Trump in SCOTUS amicus brief, warn of 'slippery slope'",0.0,-0.1027,0.0
FOX,Trump,Trump tells SCOTUS a denial of immunity would 'incapacitate' future presidents in initial brief,0.0,0.0,0.0
FOX,Trump,Kevin O'Leary warns 'extraordinary' NYC civil fraud penalty against Trump is 'an attack on America',-0.8,-0.8834,0.3333333333333333
FOX,Trump,GOP lawmaker rips ABC host after controversial interview inspires Trump lawsuit,-0.25,0.0516,0.55
NBC,Biden,Biden launches new ad targeting Asian American and Pacific Islanders in battleground states,0.4,-0.4019,0.04545454545454545
NBC,Biden,Who's behind the pro-Palestinian protests disrupting Biden events and blocking city streets?,-0.3,-0.5423,-0.4
NBC,Biden,Biden to tout government investing $8.5B in Intel’s computer chip plants in four states,0.2243,-0.128,0.0
NBC,Biden,Biden hasn't received a State of the Union polling bump: From the Politics Desk,-0.3,0.0,0.0
NBC,Biden,"Defying Biden, Netanyahu renews pledge to launch Rafah offensive",-0.5,-0.4588,0.0
NBC,Trump,Trump has delayed his Jan. 6 criminal trial. Hundreds of his supporters haven't been so lucky.,-0.3,0.2996,-0.033333333333333354
NBC,Trump,"Trump's coalition boosted Bernie Moreno in the Ohio GOP Senate race, NBC News exit polls show",0.0,0.3612,0.0
NBC,Trump,Trump says Jews who vote for Democrats 'hate' Israel and 'their religion',0.0,0.0,-0.8
NBC,Trump,Supreme Court turns away 'Cowboys for Trump' co-founder ousted over Jan. 6,-0.6,0.5574,0.0
NBC,Trump,Trump's clout is on the line in Ohio's hostile GOP Senate primary,-0.4,-0.3818,0.4
NBC,Trump,Trump asks Supreme Court for 'absolute immunity' in election interference case,-0.2,0.5574,0.2
NBC,Trump,Trump asks for election interference case immunity and Shohei Otani bomb threat: Morning Rundown,0.0,-0.765,0.0
NBC,Trump,Trump and co-defendants seek review of judge's decision to let DA Fani Willis stay on the case,-0.1,0.0,0.0
NBC,Trump,Trump vs. the GOP’s old guard — What to watch for in Ohio: From the Politics Desk,0.0,0.0,0.1
NBC,Trump,Trump and Ohio's GOP establishment clash ahead of a rowdy Senate primary,0.0,0.0,0.4
NBC,Trump,Ex-Trump adviser Peter Navarro reports to prison on contempt of Congress conviction,0.0,-0.7964,0.0
NBC,Trump,Trump suggests Prince Harry could be deported for past drug use,0.0,0.0,-0.25
NBC,Trump,"This state senator eviscerated Trump's voter fraud claims. Now, he's back on the Trump train.",0.0,-0.5859,0.0
NBC,Trump,Judge in hush money case denies Trump's bid to prevent Michael Cohen and Stormy Daniels from testifying,0.0,-0.4019,0.0
NBC,Trump,Environmental Defense Fund will oppose Trump's candidacy as it aims to spend $20M before election,0.0,0.128,0.0
NBC,Trump,Trump-backed Bernie Moreno wins Ohio’s Republican Senate primary,0.0,0.5719,0.35
NBC,Trump,Trump has indefinitely delayed his Jan. 6 criminal trial. Hundreds of his supporters haven’t been so lucky.,0.0,0.2996,-0.033333333333333354
NBC,Trump,"Trump’s coalition boosted Bernie Moreno in the Ohio GOP Senate race, NBC News exit polls show",0.0,0.3612,0.0
NBC,Trump,Pro-Trump Michigan attorney arrested after hearing in D.C. over leak of Dominion documents,0.0,-0.6705,0.0
NBC,Trump,"From 'highly offensive' to 'he's not wrong,' GOP senators respond to Trump's remarks about Jewish voters",0.25,-0.5095,0.1366666666666667
NBC,Trump,Trump urges Supreme Court to adopt broad presidential immunity in election interference case,0.0,0.6486,0.0625
NBC,Trump,"Australia defends its U.S. ambassador, Kevin Rudd, after Trump attack",0.0,-0.4767,0.0
NBC,Trump,Supreme Court denies former Trump aide Peter Navarro's final bid to stay out of prison,0.0,-0.3612,0.0
