channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
FOX,Trump,Jeffrey Toobin warns Fani Willis' case against Trump is 'going nowhere',-0.6,-0.1027,0.0
FOX,Trump,Trump takes on GOP establishment with major endorsement in Senate primary,0.6,0.3182,0.23125
FOX,Trump,Trump previews the ‘very first actions’ he would take in second term as president,0.2,0.0,0.1625
NBC,Biden,White House weighs how to respond if Israel defies Biden with Rafah invasion,-0.1,0.0,0.0
NBC,Biden,New Hampshire voters sue Biden deepfake robocall creators,-0.1,0.0,0.13636363636363635
NBC,Biden,Israel-Hamas war live updates: Netanyahu's planned offensive on Rafah ratchets up tensions with Biden,-0.0625,-0.8625,0.13636363636363635
NBC,Biden,Netanyahu's planned offensive on Rafah ratchets up tensions with Biden,-0.4,-0.6908,0.0
NBC,Biden,Biden and Democratic Party organizations raised $53 million in February,0.0,0.4019,0.0
NBC,Trump,Trump adviser Peter Navarro asks Supreme Court to keep him out of prison,0.0,0.0772,0.0
NBC,Trump,Trump plays attack dog for Bernie Moreno as Ohio's GOP Senate primary ends on a vicious note,-0.5,-0.5574,-0.3
NBC,Trump,"Trump hush money trial postponed until mid-April, judge rules",-0.2,-0.2023,0.0
NBC,Trump,Trump says there will be a 'bloodbath' if he loses the election,-0.8,-0.3182,-0.3
NBC,Trump,"Fani Willis or special prosecutor must go for Trump GA case to go on, judge rules",0.0,0.4019,0.35714285714285715
NBC,Trump,What's next in Trump's Georgia election interference case after judge allows DA Fani Willis to stay on the case,0.0,0.0,0.0
NBC,Trump,"Trump, immigration, MAGA and more: How Ohio Republicans are weighing their Senate choice",0.0,0.0,0.5
