channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
FOX,Biden,"Public fears crime surge as troops deployed on subway, Biden slammed for snubbing press and more top headlines",-0.1,-0.7275,0.3333333333333333
FOX,Biden,Biden admin looks to crack down on fast food ice cream machines,-0.1,0.0,0.022222222222222213
FOX,Biden,"Joe Rogan goes after one of the biggest problems in the Biden admin, slams 'ridiculous' KJP",0.4664,-0.4019,-0.3333333333333333
FOX,Biden,Biden admin funnels $1 billion for climate programs at borders amid ongoing migrant crisis,-0.368,-0.5719,0.0
FOX,Biden,Joe Rogan goes after one of the biggest problems in Biden admin: ‘So ridiculous’,-0.333,-0.4019,-0.3333333333333333
FOX,Biden,Oversight Dems eye Michael Cohen as Biden impeachment inquiry hearing witness,0.0,0.0,0.0
FOX,Biden,Hillary Clinton-produced election musical to be performed at Biden fundraiser,0.02,0.0,0.0
FOX,Biden,JESSE WATTERS: Fulton County DA Fani Willis' ruling wasn't so lucky for Biden,-0.3,-0.4471,0.3333333333333333
FOX,Biden,White House repeatedly dodges question about how Biden views Netanyahu,-0.2,0.0,0.0
FOX,Biden,Conservatives blast Biden after Haitian migrant accused of raping teenage girl,0.0,-0.7906,0.0
FOX,Biden,Wisconsin voter 'not buying' Bidenomics anymore with prices 'still going up',-0.5,0.0,0.0
FOX,Biden,Biden admin looks to crack down on fast-food ice cream machines,0.0,0.0,-0.15555555555555559
FOX,Biden,JESSE WATTERS: Fani Willis' ruling wasn't so lucky for Biden,-0.5,-0.4471,0.3333333333333333
FOX,Biden,Comer tells Hunter Biden's attorney hearing will proceed 'with or without' him,0.0,0.0,0.0
FOX,Biden,Swing state voter 'not buying' Bidenomics anymore with prices 'still going up',-0.5,0.0,0.0
FOX,Biden,Biden admin frees up billions of dollars in Iranian sanctions despite repeated pushback,-0.5,0.296,0.0
FOX,Biden,Cookie Monster has a better grasp on the economy than Joe Biden,0.0,0.4404,0.5
FOX,Biden,Hillary Clinton and 'Hamilton' star to host Biden Broadway fundraiser,0.0,0.0,0.0
FOX,Biden,Hillary Clinton partners with 'Hamilton' star Lin-Manuel Miranda to host Broadway fundraiser for Biden,0.5,0.0,0.0
FOX,Biden,"Biden hit with backlash for spending $1,000,000,000 to make border more eco-friendly",-0.6,0.0,0.5
FOX,Biden,WATCH: Biden’s team slammed for their reaction as boss begins to answer questions,0.0,0.0,0.0
FOX,Biden,"Netanyahu approves Rafah ground invasion, despite Biden opposition",0.0,0.4019,0.0
FOX,Biden,JESSIE WATTERS: Biden's luck has run out,0.0,0.4588,0.0
FOX,Biden,"Biden wants 50,000 new climate activists and the consequences will be devastating",-0.703,-0.6486,-0.2212121212121212
FOX,Biden,Haitian migrant accused of raping teen flew to US under Biden’s parole program,0.0,-0.7906,0.0
FOX,Biden,WATCH LIVE: White House holds briefing as Biden hosts Ireland's prime minister,0.0,0.0,0.06818181818181818
FOX,Biden,"Joe Rogan goes after one of the biggest problems in the Biden admin, slams ‘ridiculous’ KJP",0.0,-0.4019,-0.3333333333333333
FOX,Biden,"Swing state voter blames Biden for inflation, 'not buying' pandemic excuse in 2024: Prices 'still going up'",0.0,-0.4445,-0.05
FOX,Biden,Haitian migrant charged with assault entered US through Biden's mass parole program,0.0,-0.6808,0.0
FOX,Biden,Republicans unveil effort to reverse Biden climate rules targeting manufacturing,0.0,0.0,0.0
FOX,Biden,"Florida 'assets in place' to rebuff potential Haitian surge, as DeSantis expects Biden won't act",0.0,0.1779,0.0
FOX,Trump,"Fulton County prosecutor Nathan Wade withdraws from Trump case, allowing DA Fani Willis to continue",0.0,0.0,0.0
FOX,Trump,"Fani Willis will stay on Trump case, but state official says she may not be off the hook yet",0.0,0.0,0.0
FOX,Trump,Judge delays Trump’s hush money trial after last-minute evidence dump from feds,0.0,-0.3818,0.0
FOX,Trump,Pence says his decision about whether to endorse Trump ‘should come as no surprise’,0.0,0.0258,0.0
FOX,Trump,"DA Fani Willis will stay on Trump case, but Georgia’s lieutenant gov says she isn’t off the hook yet",0.0,0.0,0.0
FOX,Trump,Trump to show support for 'America First' candidate in contentious GOP primary,0.0,0.128,0.325
FOX,Trump,Trump heading to Ohio in showdown with GOP establishment,0.0,0.0,0.0
FOX,Trump,"NCAA's eye-opening confession, the issue that could cost Trump a 2024 win, and more from Fox News Opinion",0.0,0.5859,0.65
FOX,Trump,SEAN HANNITY: Trump prosecutor Fani Willis threw 'lover' Nathan Wade 'under the bus',0.0,0.0,0.0
FOX,Trump,"Judge blasts Fani Willis’ ‘improper’ church speech, gives her ultimatum in Trump case",0.0,0.0,0.0
FOX,Trump,"Peter Navarro, former Trump WH adviser, files emergency request with SCOTUS",0.0,-0.3818,0.0
FOX,Trump,Illinois Republican congressional candidates fight for favor of Trump supporters,0.0,0.4588,0.0
FOX,Trump,"Fani Willis’ ‘sordid scandal’ could make it hard to find a jury in the Trump case, experts say",0.0,-0.1027,-0.2916666666666667
FOX,Trump,Trump-backed GOP candidate rips 'sick' report tying him to gay hookup website: 'Desperate people',0.0,-0.3182,-0.2992063492063492
FOX,Trump,"DA Fani Willis will stay on Trump case, but Georgia’s lieutenant gov says she may not be off the hook yet",0.0,0.0,0.0
FOX,Trump,Judge rules Fani Willis must step aside from Trump case or fire Nathan Wade,0.0,-0.34,0.0
FOX,Trump,Trump-backed GOP candidate rips 'sick' report tying him to gay hookup website,-0.5,0.0,-0.1488095238095238
FOX,Trump,Charles Barkley blasted as ‘Maga’ in wake of Trump mugshot t-shirt controversy,-0.5,0.0,-0.6
FOX,Trump,Georgia lawmakers react to ruling allowing Fani Willis to stay on Trump case,0.0,0.0,0.0
FOX,Trump,Republicans who won states Trump lost navigate supporting their party and pleasing their constituents,0.0,0.886,0.25
FOX,Trump,"Trump lawyers prepare for evidence dump, could upend hush-money trial timeline",0.0,-0.3818,0.0
FOX,Trump,Trump lawyer reacts to judge’s Willis disqualification ruling: 'Prosecutorial misconduct',-0.1,0.0,0.0
FOX,Trump,"Hungary PM Orbán blasts 'Western world,' calls for Trump victory",-0.25,0.0,0.0
FOX,Trump,WATCH LIVE: Judge tells Willis to step aside or remove special prosecutor in Trump case,0.0,0.4019,0.24675324675324675
FOX,Trump,Additional evidence disclosed forces delay in Trump’s hush money trial,-0.68,-0.3182,0.0
FOX,Trump,Georgia judge says DA Fani Willis can lead Trump case if special prosecutor Nathan Wade leaves,0.0,0.4019,0.35714285714285715
FOX,Trump,"Trump hush-money trial to seek 15,000 more pages of evidence amid push for delay",-0.3,-0.3182,0.5
FOX,Trump,Judge rules Trump case cannot proceed with both DA Fani Willis and special prosecutor Nathan Wade,0.0,0.4019,0.35714285714285715
FOX,Trump,"WATCH LIVE: Trump in court for classified docs case, US sends Marines to Haiti",0.0,0.0,0.13636363636363635
FOX,Trump,Trump to show support for 'America First' senator in contentious GOP primary,0.0,0.128,0.325
FOX,Trump,Top prosecutor on Trump case is out after scathing ruling from judge over romance with DA Fani Willis,-0.5,0.6597,-0.04999999999999999
FOX,Trump,"Peter Navarro, former Trump adviser, files emergency request with Supreme Court",0.0,0.25,0.0
FOX,Trump,Feds to hand over 15k pages in Trump hush-money trial,0.0,0.4939,0.0
FOX,Trump,Georgia's Judge McAfee says he will soon rule whether DA Fani Willis is disqualified in Trump case,0.0,-0.4215,0.0
FOX,Trump,LAURA INGRAHAM: Ned Ryun says Trump needs to run like he is behind,0.344,0.3612,-0.4
FOX,Trump,Prosecutor in Trump case is out after scathing ruling from judge over DA Fani Willis romance,-0.7,0.5574,-0.6
FOX,Trump,Judge in Trump classified docs case issues ruling after lawyers argue for dismissal,0.0,-0.34,0.0
FOX,Trump,Judge delays Trump's hush-money trial amid last-minute evidence dump by feds,-0.2,-0.3818,0.0
FOX,Trump,Trump attorney reacts to Fulton County judge's Fani Willis decision: 'Prosecutorial misconduct',-0.2,0.0,0.0
FOX,Trump,"Former Trump adviser, files emergency request with Supreme Court",0.0,0.25,0.0
NBC,Biden,White House weighs how to respond if Israel defies Biden with Rafah invasion,-0.2,0.0,0.0
NBC,Biden,New Hampshire voters sue Biden deepfake robocall creators,-0.1,0.0,0.13636363636363635
NBC,Biden,Michigan Arab and Muslim leaders fuming after second Biden visit this year with no meeting,-0.2,-0.7096,0.0
NBC,Biden,Biden on Chuck Schumer's criticism of Netanyahu: 'He made a good speech',0.5,0.0,0.7
NBC,Biden,"Biden issues statement on death of LGBTQ teen Nex Benedict, drawing attention to suicide crisis",0.0,-0.926,0.0
NBC,Biden,Israel-Hamas war live updates: Netanyahu's planned offensive on Rafah ratchets up tensions with Biden,-0.1,-0.8625,0.13636363636363635
NBC,Biden,Japanese giant defends U.S. Steel takeover after Biden comes out against the deal,0.0,0.0,0.0
NBC,Trump,"Trump hush money trial postponed until mid-April, judge rules",-0.35,-0.2023,0.0
NBC,Trump,"Special prosecutor resigns in Trump Georgia case, allowing DA Fani Willis to stay on",0.0,0.1027,0.35714285714285715
NBC,Trump,What's next in Trump's Georgia election trial after DA Fani Willis is cleared to prosecute the case,0.0,-0.3182,0.0
NBC,Trump,Pence says he won't endorse Trump's presidential bid,-0.5,-0.2411,0.0
NBC,Trump,Trump adviser Peter Navarro asks Supreme Court to keep him out of prison,-0.448,0.0772,0.0
NBC,Trump,Trump prepares to run a courtroom campaign: From the Politics Desk,0.0,0.0,0.0
NBC,Trump,What's next in Trump's Georgia election interference case after judge allows DA Fani Willis to stay on the case,0.0,0.0,0.0
NBC,Trump,Highlights from the Fani Willis ruling as the Judge allows Trump Georgia trial to proceed with condition,0.0,0.0,0.0
NBC,Trump,"In shadow of Trump tweets, Supreme Court outlines when officials can be sued for social media use",0.0,0.5574,0.03333333333333333
NBC,Trump,Delays and counterattacks: How the Trump campaign plans to use his court dates for political gain,-0.09,0.5267,0.0
NBC,Trump,"Fulton County DA Fani Willis case against Trump can continue if she or special prosecutor Wade remove themselves, judge rules",0.5,0.4019,0.35714285714285715
NBC,Trump,Fani Willis live updates: Nathan Wade resigns on Trump election case after judge's ruling,0.0,-0.3182,0.13636363636363635
NBC,Trump,"Fani Willis or special prosecutor must go for Trump GA case to go on, judge rules",0.0,0.4019,0.35714285714285715
NBC,Trump,Fani Willis live updates: Nathan Wade resigns from Trump election case after judge's ruling,0.0,-0.3182,0.13636363636363635
NBC,Trump,Mike Pence says he won't endorse Trump's presidential bid,-0.1,-0.2411,0.0
