channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Trump,Will Truth Social face the same fate as Trump’s casinos?,-0.5,0.3182,0.016666666666666666
CNN,Trump,Judge rejects Trump’s bid to dismiss Georgia criminal case,-0.2,-0.765,-0.4
CNN,Trump,Trump makes unexpected declaration when probed about a six-week abortion ban that will soon take effect in Florida,0.0,-0.5574,0.1
CNN,Trump,Trump suffers setbacks in efforts to derail two cases,-0.2,-0.6486,-0.6
FOX,Biden,Keith Olbermann takes shot at Sage Steele after ex-ESPN anchor dishes on 2021 Biden interview,0.25,0.0,0.0
FOX,Biden,Top Biden adviser's wife considering run for House seat in key swing state,0.0,0.2023,0.25
FOX,Biden,First Lady reportedly telling Biden to end war in Gaza immediately,-0.4,-0.5994,0.25
FOX,Biden,First Lady reportedly telling Biden to end the war in Gaza immediately,-0.3,-0.5994,0.25
FOX,Biden,"JESSE WATTERS: Biden's economic boom is for illegal immigrants, not Americans",-0.3,-0.5574,-0.15
FOX,Biden,LARRY KUDLOW: Biden is essentially ordering Israel to negotiate with Hamas,-1.0,0.0,0.0
FOX,Biden,Biden set to finalize major ban on popular type of cigarettes despite widespread opposition,-0.6,-0.2023,0.33125
FOX,Biden,Doctor gets real about why he walked out of meeting with Biden over Israel-Hamas war,-0.4,-0.5994,0.2
FOX,Biden,HUGH HEWITT: Will Democrats trade in Biden for a newer model in Chicago?,0.0,0.0,0.0
FOX,Biden,Biden warns Netanyahu that US policy will change unless Israel protects civilians,-0.113333,0.2263,0.0
FOX,Biden,"Ex-Obama staffer rips Biden for being 'privately' angry at Israel, but not changing policy: Looks 'weak'",-0.2,-0.2846,-0.4375
FOX,Biden,Biden parole program not facing same scrutiny as DeSantis flights,-0.25,0.0,0.0
FOX,Biden,Biden review board blames Microsoft for China hack that targeted US officials,-0.5,-0.4019,0.0
FOX,Biden,"WATCH LIVE: Biden warns Netanyahu to protect civilians, Diddy spotted bike riding",0.0,0.296,0.13636363636363635
FOX,Biden,Biden review board blames Microsoft for China hack that targeted US officials: 'Cascade of avoidable errors',-0.5,-0.6249,0.0
FOX,Biden,Biden administration targets vital power grid technology in latest climate action,0.0,0.296,0.2333333333333333
FOX,Biden,"Chicago mayor wants Biden to grant work permits to nearly 500,000 illegal migrants",-0.5,-0.2732,-0.06666666666666665
FOX,Biden,"ANTISEMITISM EXPOSED: Hamas is 'happy,' celebrating Biden's apparent shift in war, Israeli official warns",-0.8,-0.3885,0.42500000000000004
FOX,Biden,Biden admin's revolving door on terrorism label draws scathing criticism: 'New low',-0.6,-0.8625,-0.15454545454545454
FOX,Biden,"Hamas is 'happy,' celebrating Biden's apparent shift in war, Israeli official warns: 'Stand against evil'",-0.7,-0.7184,-0.04999999999999997
FOX,Biden,Biden targets vital power grid technology in latest climate action,0.0,0.296,0.2333333333333333
FOX,Biden,Biden admin targets vital power grid technology in latest climate action,-0.7,0.296,0.2333333333333333
FOX,Biden,Republican states file suit to stop Biden's SAVE student loan repayment plan,0.0,0.4084,0.0
FOX,Biden,Truckers challenge Biden administration over climate crackdown on electric big rigs,-0.2,0.0772,0.0
FOX,Biden,Biden’s open border crisis brings another new threat … Chinese mobsters,0.0,-0.8176,0.04545454545454545
FOX,Biden,11 ways Biden and his handlers are hell-bent on destroying America,-0.9,-0.5574,-0.2
FOX,Biden,Biden's energy ban brings major job-creating project to screeching halt,-0.5,-0.3612,0.0625
FOX,Biden,GOP committee demands answers on Biden taxpayer push to register voters in key swing state: 'Inconceivable'',0.0,0.0,0.0
FOX,Biden,"JESSE WATTERS: Biden's economic boom is not for Americans, but for illegal immigrants",0.0,-0.7096,-0.15
FOX,Biden,Keith Olbermann takes shot at Sage Steele after she blasted 'scripted' interview with Biden,0.0,0.0,-0.6
FOX,Biden,Biden warns Netanyahu that US will change policy on Gaza unless Israel protects civilians,0.0,0.2263,0.0
FOX,Biden,Biden is reportedly 'p----d' at Netanyahu as 'frustration' in WH grows over death of aid workers,0.0,-0.5994,0.0
FOX,Biden,"WATCH LIVE: Rescue efforts underway after deadly Taiwan quake, Biden's poll problem",0.0,0.1531,-0.03181818181818183
FOX,Biden,Morning Glory: Will Democrats trade in Biden for a newer model in Chicago?,0.0,0.5423,0.0
FOX,Trump,Manhattan DA Bragg denies Trump hush money trial will benefit judge's daughter despite Dem fundraising ties,0.0,0.0516,0.0
FOX,Trump,Georgia judge in Trump's election case won't toss charges,0.0,0.2057,0.0
FOX,Trump,Actors address assumptions fascist president in new film is based on Trump,0.0,-0.5574,0.13636363636363635
FOX,Trump,Democrats ripped for admitting 'quiet part out loud' after panic about key strategy helping Trump,0.0,-0.2732,0.03333333333333333
FOX,Trump,DA argues against Trump's claim hush money case benefits judge's daughter,0.0,0.0,0.0
FOX,Trump,'Civil War' stars deny media assumptions that film's fascist president was inspired by Trump,0.0,-0.7717,0.0
FOX,Trump,Jimmy Kimmel says that Trump leading in new polls 'just gives me a headache',0.0,0.0,0.13636363636363635
FOX,Trump,Trump campaign issues scathing response to Politico's 'assertion' about China,0.0,0.0,-0.6
FOX,Trump,"House GOP chair demands Trump hush-money judge recuse himself after latest gag order, claims 'judicial bias'",0.0,-0.4215,0.5
FOX,Trump,Trump to be deposed in dispute with media company co-founders,0.0,-0.4019,0.0
FOX,Trump,Actors react to Trump comparisons to fascist president in their new movie,0.0,-0.5574,0.13636363636363635
FOX,Trump,Federal judge denies Trump's bid to drop classified records charges,0.0,-0.7184,0.0
FOX,Trump,Actors address assumptions on fascist president in new film after Trump comparisons,0.0,-0.5574,0.13636363636363635
NBC,Biden,"Biden allies dust off Bush's 2004 playbook, subbing abortion for gay marriage on the ballot",0.0,0.0,0.4166666666666667
NBC,Biden,Local election officials say the Biden administration needs to do more to keep them safe,0.0,0.4404,0.3333333333333333
NBC,Biden,Biden to visit Baltimore after deadly bridge collapse,0.0,-0.4939,-0.2
NBC,Biden,'Freaked out' Democrats mobilize to stop RFK Jr. from cutting into Biden,0.0,-0.5994,-0.6
NBC,Biden,Biden suggests the U.S. could condition military aid to Israel over the Gaza humanitarian crisis,0.0,-0.6249,-0.1
NBC,Biden,Biden to speak to Netanyahu after Israeli strike on World Central Kitchen aid workers,-0.02,-0.128,0.0
NBC,Biden,Biden tells Netanyahu Israeli strike on World Central Kitchen aid workers was 'unacceptable',-0.2,-0.128,0.0
NBC,Biden,"Israel to open more aid routes to Gaza and increase deliveries after pressure from Biden, U.S. says",0.0,0.0258,0.25
NBC,Biden,Biden and Netanyahu to hold first call since Israeli strikes killed World Central Kitchen workers,0.0,-0.7906,0.016666666666666663
NBC,Biden,Displeasure with Biden's handling of Hamas-Israel war was on display at closed-door White House meeting,-0.4,-0.5994,0.0
NBC,Biden,Israel to open more aid routes to Gaza and increase deliveries after pressure from Biden,0.0,0.0258,0.25
NBC,Trump,From 'practical impossibility' to done deal: How Trump posted a $175M bond in his civil fraud case,0.0,-0.5859,0.0
NBC,Trump,N.Y. AG seeks more information about Trump bond and collateral,0.0,0.0,0.5
NBC,Trump,Nebraska legislators buck Trump by blocking Electoral College vote change — for now,-0.25,-0.3818,0.0
NBC,Trump,"Special counsel could seek removal of judge in Trump classified docs case, attorneys warn",0.0,0.3182,0.35714285714285715
NBC,Trump,"'The nuclear button': Special counsel could seek removal of judge in Trump classified docs case, attorneys warn",-0.9,0.3182,0.35714285714285715
NBC,Trump,"N.Y. AG seeks more information about Trump bond, collateral",-0.7,0.0,0.5
NBC,Trump,"Trump official Jeffrey Clark likely violated ethics rules with 2020 election theories, D.C. Bar panel finds",-0.6,-0.5267,0.0
NBC,Trump,Want to bet against Trump Media stock? It’ll cost you,-0.5,0.0772,0.0
NBC,Trump,Judge denies Trump bid to dismiss classified documents case using Presidential Records Act,-0.25,-0.4215,0.0
NBC,Trump,Ruby Garcia's sister denies Trump's claim that he spoke to her family,-0.4,-0.4215,0.0
NBC,Trump,Trump to attend a gala with proponents of his family separation border policies,-0.9,0.0,0.0
NBC,Trump,Trump's $175M bond backer is a subprime car loan billionaire who has run afoul of regulators,-0.7,0.0,0.0
NBC,Trump,"‘The nuclear button’: Special counsel could seek removal of judge in Trump classified docs case, attorneys warn",-0.6,0.3182,0.35714285714285715
NBC,Trump,Trump remains vague on pursuing family separation policies in a second term,-0.2,-0.1027,-0.25
NBC,Trump,The truth about the Jan. 6 rioters that Donald Trump calls 'hostages',-0.1,0.3182,0.0
NBC,Trump,Trump calls for Jack Smith's punishment for criticizing judge in classified documents case,-0.5,-0.6908,0.0
NBC,Trump,Judge in Trump hush money case rejects attempt to delay trial with immunity defense,-0.75,-0.6124,0.0
