channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Trump,Trump wants January 6 civil lawsuits against him put on hold while he fights criminal charges,0.0,-0.8316,-0.1
CNN,Trump,CNN legal analyst breaks down Trump’s half-billion-dollar bond plan,0.0,0.128,0.022222222222222213
CNN,Trump,"Judgments were filed in Westchester County, an indication state is preparing to try to seize Trump’s golf course and private estate",0.0,0.0,0.0
CNN,Trump,Trump’s dangerous $600 million problem,0.0,-0.7003,-0.6
CNN,Trump,Georgia DA plans to press ahead in effort to put Trump on trial before election,0.0,0.0,0.0
CNN,Trump,NY attorney general takes first step to prepare to seize Trump assets,0.0,0.1779,0.15000000000000002
CNN,Trump,Trump lawyer is asked if Trump will get money from Russia or Saudi Arabia for legal fees. Hear her response,0.0,0.128,0.2
CNN,Trump,NY attorney general says appeals court should disregard Trump’s claim it’s impossible to get a bond,0.0,-0.2732,-0.3083333333333333
CNN,Trump,Pro-Trump lawyer surrenders in Michigan after DC arrest and Dominion leaks,-0.5,-0.34,-0.05
FOX,Biden,Presidential candidate racks up millions in security costs as Biden ignores protection plea,-0.6,0.0772,0.0
FOX,Biden,Which Biden guest is resigning? Who's 'too hot' in Hollywood?,0.0,-0.3094,0.25
FOX,Biden,GOP unleashes on Biden admin over proposed $110B energy tax hike: 'Weaponizing the tax code',-0.64,0.2732,0.0
FOX,Biden,Psaki warns about who the real threat to Biden's re-election campaign is: 'Huge problem',-0.1,-0.6369,0.30000000000000004
FOX,Biden,Chuck Schumer taught Democrats and Biden a powerful lesson,0.5,0.4215,0.3
FOX,Biden,LARRY KUDLOW: President Biden is trying to kill gasoline-powered cars,-0.5,-0.6908,0.0
FOX,Biden,Biden admin quietly tying massive semiconductor push to DEI programs,-0.5,0.0,0.0
FOX,Biden,Which Biden guest is resigning? Who's 'too hot' in Hollywood? Take our quiz!,0.0,-0.372,0.3125
FOX,Biden,GOP unleashes on Biden admin over proposed $110B energy tax hike,-0.6,0.2732,0.0
FOX,Biden,Biden's major semiconductor push is quietly riddled with DEI initiatives,-0.45,0.0,0.03125
FOX,Biden,Schumer taught Democrats and Biden a powerful lesson,0.5,0.4215,0.3
FOX,Biden,White House OMB director repeats 'misleading' claim that Biden created 15 million new jobs,-0.8,0.25,0.06818181818181818
FOX,Biden,AOC baffles legal experts with 'mind-boggling' claim at Biden impeachment hearing,-0.7,0.128,0.35
FOX,Biden,The dirty truth about Biden's electric future,-0.43,-0.1531,-0.3
FOX,Biden,Senate reverses Biden's decision allowing potentially harmful foreign beef imports,-0.665,0.0,-0.0625
FOX,Biden,Senate strikes down Biden move allowing potentially diseased beef into US,-1.0,-0.3612,-0.37777777777777777
FOX,Biden,Biden upsets local community leaders after skipping trip to a Black church in Michigan: 'Missed opportunity',-0.3,-0.2263,-0.08333333333333333
FOX,Biden,"How it Started... How it's Going: Home sales down, housing prices, mortgage rates up since Biden took office",-0.6,0.0,-0.15555555555555559
FOX,Biden,"Schumer's call for Netanyahu's removal is backfiring on Biden, Dems, says author",-0.2,0.0,0.0
FOX,Biden,"GOP lawmaker asks ‘Where in the world is Hunter Biden,’ after Cap Hill ghosting as AOC calls hearing a ‘joke’",-0.6,0.0,0.0
FOX,Biden,Energy expert calls on Americans to 'rise up against' Biden's latest EV mandate,-0.4,0.2732,0.5
FOX,Biden,Billionaire Mark Cuban attends Biden fundraiser following Haley defeat,0.0,-0.4588,0.0
FOX,Biden,GOP senator rips Biden's 'gun-grabbing' DOJ for taking nearly 2 years to answer for controversial policy,-0.5,-0.2023,0.325
FOX,Biden,RFK Jr racks up $1.4M debt with private security firm as Biden ignores plea for Secret Service protection,-0.9,-0.296,-0.20000000000000004
FOX,Biden,GOP lawmaker asks ‘Where in the world is Hunter Biden?’ after absence from hearing,0.0,0.0,-0.0125
FOX,Biden,Republicans hit Biden over proposed $110B energy tax hike,-0.2,0.2732,0.0
FOX,Biden,White House OMB director repeats 'misleading' Biden jobs claim,-0.489,0.0,0.0
FOX,Biden,Biden 'cancels' nearly $6B in student loans for public sector workers,0.0,0.0,0.05
FOX,Biden,Biden wipes away nearly billions more in student loans for public sector workers,0.5,0.0,0.19999999999999998
FOX,Biden,SEAN HANNITY: President Biden is aiding and abetting in the law breaking,-0.66,0.0,0.0
FOX,Biden,"Father of fallen Marine is a 'hero' for shouting 'Remember Abbey Gate' at Biden, says fellow Gold Star dad",1.0,-0.3612,0.0
FOX,Biden,Billionaire Mark Cuban attends fundraiser in support of Biden after Haley defeat,0.0,-0.0772,0.0
FOX,Biden,The dirty truth Americans must know about Biden's electric vehicle agenda,-0.75,-0.1531,-0.6
FOX,Biden,AOC under fire after heated clash with Hunter Biden's former business associate,-0.7,-0.34,0.0
FOX,Biden,Biden admin quietly tying massive semiconductor push to DEI initiatives,-0.4,0.0,0.0
FOX,Biden,"Americans frustrated as Bidenomics hits housing market, mortgage rates",-0.2,-0.5267,-0.7
FOX,Trump,Former Obama fundraiser calls Trump's fine 'so wrong',-0.7,-0.4924,-0.027777777777777773
FOX,Trump,Trump's defamation lawsuit against ABC News draws wide range of reaction from experts,0.0,-0.2263,-0.1
FOX,Trump,Chicago Mayor Johnson suggests Trump voters to blame for failure of city's tax hike referendum,-0.8,-0.6908,-0.3166666666666667
FOX,Trump,Former Trump lawyer Michael Cohen avoids facing sanctions in key new ruling,0.0,-0.1779,0.04545454545454545
FOX,Trump,Former TV executive ignites firestorm after he suggests Barron Trump 'fair game',-0.8,0.3182,0.09999999999999998
FOX,Trump,Latino voters scoff at CBS News reporter asking if Trump's a threat to democracy: 'Don't buy that argument',0.0,-0.316,0.0
FOX,Trump,"Former NBC exec deletes Barron Trump 'fair game' tweet, says he doesn't wish 'harm' on anyone",0.2,0.0108,0.09999999999999998
FOX,Trump,Google Changes Definition of 'Bloodbath' Following Trump Rally,-0.5,0.0,0.0
FOX,Trump,House GOP eyes putting Trump-era migrant policy in place on northern border,0.0,0.0,0.0
FOX,Trump,Trump legal team blasts 'unconstitutional' attempts to force property sale,-0.3,0.128,0.2
FOX,Trump,What's the deal with the media's obsession with Trump's jokes?,-0.3,-0.1027,0.0
FOX,Trump,"NY court to snoop on Trump Organization finances for 3 years, judge orders",-0.1,0.0,0.0
FOX,Trump,Anderson Cooper and James Carville joke about taking out a 'mob hit' on Trump,-0.2,0.296,0.0
FOX,Trump,Latino voters scoff at CBS News reporter asking if Trump's a threat to democracy: 'Don’t buy that argument',-0.5,-0.7096,0.0
FOX,Trump,"Truth Social on verge of stock market approval, potentially netting Trump billions",0.6,0.6597,0.016666666666666666
FOX,Trump,"Ex-NBC exec deletes Barron Trump tweet amid backlash, gives explanation",0.0,0.0,0.0
FOX,Trump,Latino voters 'don't buy' Trump as a 'threat to democracy',-0.1,-0.5267,0.0
FOX,Trump,Dems flip script on GOP crime agenda with Trump campaign chairman Paul Manafort,0.0,-0.5423,0.0
FOX,Trump,"Former NBC exec deletes Barron Trump ‘fair game’ tweet, says he doesn’t wish ‘harm’ on anyone",-0.2,0.4019,0.09999999999999998
FOX,Trump,Chicago mayor blames Trump voters for his failed tax hike referendum,-0.5,-0.7184,-0.5
FOX,Trump,Trump has 'tremendous' strength with Hispanic voters on immigration issue: Analyst,0.0,0.4939,0.3333333333333333
FOX,Trump,Latino voters dismiss Democrat 'talking point' about Trump: 'I don’t buy that argument',0.0,-0.3612,0.0
FOX,Trump,Dem strategist and Anderson Cooper joke about taking out a 'mob hit' on Trump,-0.3,0.296,0.0
FOX,Trump,HUGH HEWITT: Will Trump be afforded due process like the rest of us?,0.0,0.3612,-0.125
FOX,Trump,Morning Glory: Due process for you but not for Trump?,0.0,0.3071,-0.125
FOX,Trump,Trump lawyers blast 'unjust' attempts to force property sale as bond deadline looms,0.0,-0.1531,0.0
FOX,Trump,Former Obama fundraiser blasts Letitia James over threat to seize Trump's property,0.0,-0.5267,0.0
FOX,Trump,Rubio says being Trump running mate would be 'incredible honor',0.0,0.4939,0.9
FOX,Trump,"AOC ripped after Bobulinski clash, remark about Trump's son triggers outrage and more top headlines",0.0,-0.2975,0.5
FOX,Trump,"Former Obama fundraiser calls Trump's fine 'so wrong,' attempt to inflict 'pain' before NY loses in appeal",0.0,-0.128,-0.09583333333333333
FOX,Trump,Dem strategist and Anderson Cooper joke about 'mob hit' on Trump,0.0,0.296,0.0
FOX,Trump,AOC says Trump ‘willing to sell the country for a dollar’ as lawmakers react to potential property seizures,0.0,0.0,0.06666666666666667
FOX,Trump,Trump suggests he would support abortion ban at around 15 weeks of pregnancy,0.0,-0.2263,0.0
NBC,Biden,Biden nomination of the first Muslim American to a federal appeals court in peril,0.0,-0.4019,0.125
NBC,Biden,"Lizzo, Mindy Kaling and Ben Platt to participate in Biden fundraiser with Obama and Clinton",0.0,0.0,0.0
NBC,Biden,"United Steelworkers union endorses Biden, giving him more labor support in presidential race",0.0,0.8617,0.5
NBC,Biden,Biden cancels nearly $6 billion in student debt for 78K public service workers,0.0,-0.5267,0.05
NBC,Biden,AG Merrick Garland says it would've been 'absurd' to block special counsel's language on Biden's memory,0.0,-0.0516,-0.07142857142857142
NBC,Biden,‘Morally dubious’: 4 House Republicans protest Biden's IVF expansion for veterans,0.0,-0.25,0.0
NBC,Biden,Biden aims to win Wisconsin and Michigan by leaning heavily on more popular women,0.0,0.7841,0.6333333333333333
NBC,Biden,House Republicans sue Justice Department tax attorneys in Hunter Biden probe,0.0,0.5267,0.0
NBC,Trump,Trump fundraising committee to use donations for legal bills,0.0,0.128,0.2
NBC,Trump,"In new documentary, Stormy Daniels describes deluge of threats and vulgar messages after Trump indictment",0.0,-0.4215,-0.18787878787878787
NBC,Trump,Trump is having trouble getting cash for his bond. And he's growing frustrated.,0.0,-0.6597,-0.44999999999999996
NBC,Trump,Trump frustrated as bond deadline nears and key bacteria identified in colon cancer cases: Morning Rundown,0.0,-0.8316,-0.35
NBC,Trump,"Leonard Leo, Koch networks pour millions into groups prepping for potential second Trump administration",0.0,0.0,0.0
NBC,Trump,The ex-Democrat catching Trump's and Robert F. Kennedy Jr.'s eyes,0.0,0.0,0.6
NBC,Trump,"Selloffs, seized assets and bankruptcy: Trump options narrow as bond deadline approaches",0.0,0.1779,-0.2
NBC,Trump,Longtime Trump employee: Mar-a-Lago culture would have led many to commit crimes,0.0,0.296,0.5
NBC,Trump,Donald Trump has been all over the map on Social Security and Medicare,0.0,0.34,0.03333333333333333
NBC,Trump,Federal judge sentencing a Jan. 6 rioter worries Trump could spur another attack,0.0,-0.7579,0.0
NBC,Trump,Judge wants details on any Trump Organization attempts to secure a bond in its civil fraud case,0.0,-0.34,0.30000000000000004
NBC,Trump,Trump and RFK Jr. have a VP contender in common: From the Politics Desk,0.0,0.128,-0.3
NBC,Trump,The ex-Democrat catching Trump’s and Robert F. Kennedy Jr.’s eyes,0.0,0.0,0.6
NBC,Trump,Trump eyes Sen. Marco Rubio as a potential VP pick,0.0,0.0,0.0
NBC,Trump,Shohei Ohtani becomes face of 'theft' scandal and Trump and RFK Jr. consider same running mate: Morning Rundown,0.0,-0.4404,0.0
NBC,Trump,Manhattan DA tells judge not to further delay Trump trial: 'Enough is enough',0.25,0.2411,0.0
NBC,Trump,"Leonard Leo, Koch networks pour millions into prep for potential second Trump administration",-0.38,0.0,0.0
