channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
NBC,Biden,Biden bets on a beefed-up campaign operation: From the Politics Desk,0.0,0.0,0.0
NBC,Biden,'Major hurdles': The reality check behind Biden's big abortion promise,-0.5,0.3182,-0.1125
NBC,Biden,Florida woman is sentenced to a month in jail for selling Biden's daughter's diary,-0.2,-0.0258,-0.1
NBC,Biden,Biden says Netanyahu is making a 'mistake' with his handling of the Israel-Hamas war,0.0,-0.5994,0.0
NBC,Trump,Appeals court judge rejects Trump's effort to delay his hush money trial as he appeals a gag order,0.0,-0.7845,0.0
NBC,Trump,Judge in Trump's classified docs case grants prosecutor's request to keep names of government witnesses secret,0.0,0.2263,-0.4
NBC,Trump,"Lindsey Graham says Trump is making 'a mistake' on abortion, vows to push for national limit",0.0,-0.34,0.0
NBC,Trump,Trump Media stock erases all gains since it began trading as DJT shares fall again,0.0,0.5574,0.0
NBC,Trump,Special counsel Jack Smith urges Supreme Court to reject Trump's presidential immunity claim,0.0,0.5574,0.35714285714285715
NBC,Trump,Judge releases jury questionnaire for Trump's hush money trial,0.0,0.0,0.0
