comment,biden_stance,trump_stance
waterloo of satan donald john trump 185 68 253 god planned for trumps downfall and defeat and satan as well numbers dont lie i pray in the name of jesus christ he go to jail,NONE,AGAINST
lock him up lock him up,NONE,AGAINST
when we act with integrity we reinforce our commitment to truth justice and honor even if it means temporary discomfort staying true to our principles is essential,FAVOR,AGAINST
he is guilty of so much more how many on going lawsuits how many frivolous bankruptcy to avoid paying what people were owed how many lives destroyed depraved pathetic delusional destructive x dude,NONE,AGAINST
thanks yes thank you judge engoron and also many thanks judge merchan for giving the presidency to donald trump lol who is the btw the leading president at this moment thank you left brainless losers greetz from holland we need your help to mr president,NONE,FAVOR
be not dismayed for i am the lord you god pray believe thank him for his great love mercy and salcation of our god jesus saves,NONE,NONE
may 30th trump is found guilty here is some irony for those who have faith the feast day he was found guilty is joan of ark day she happens to be the patron saint of prisoners and the hero of patriots impressive if you ask me maga 4 life,NONE,FAVOR
found guilty no way trump was declared guilty in a kangaroo court all lies fox news should stop lying,NONE,AGAINST
this is witch hunt honestly,NONE,FAVOR
this doesnt mean anything my mom says rich white people if youd consider him white dont go to jail we just have to hope and pray that he loses the election then again if he does well have to deal with january 6th 2025,FAVOR,AGAINST
wow the comments are actually sensible surprising from fox,NONE,AGAINST
quick everyone send the billionaire your money to help him,NONE,FAVOR
im voting for him again,NONE,FAVOR
maga tears i love it melania hates trump this doesnt show up to trial funny how ur own wife hates i so much she dont show up to support u haha,NONE,AGAINST
and an incredibly dangerous door was just openedour government is going to to become more of a circus our country the great american experiment is now in its last days you idiots,FAVOR,AGAINST
trump 45 not anymore hes trump 34 as in 34 felony countslol,NONE,AGAINST
guilty of 1 count the same times 34 the us joined the rest of the americas a banana republic,NONE,AGAINST
the fact that biden says trump is crooked yet he has his political opponent who is higher in the polls charged for faulty charges just so he cant be in the election,AGAINST,FAVOR
lowkey i was not expecting the fox news comments to be like this,NONE,NONE
forever heretofore history shall recount and recall the 34 felony convictions of no45 the infamous phelonious trumpf who resides for eternity in the hall of shame,NONE,AGAINST
watch as the party of law and order goes on the attack against law and order,NONE,AGAINST
what are the mathematical odds of 12 jurors unanimously finding someone guilty on 34 counts you cant get 4 people to agree on pizza toppings,NONE,FAVOR
i hope you all are ready for the worst future you could possibly have they did this to make it harder if not impossible for trump to become a president again bet that judge either got a big pay day or had some dirt that would have been brought to light if he or she didnt play ball with big brother,NONE,AGAINST
cant believe this happened in united states if there is no justice for trump then there is no justice for anybody how this person juan merchan became a judge if there is no justice in his mind and career not professional at allvery disgraceful,NONE,AGAINST
trump storm the courthouse,NONE,AGAINST
obviously a fake trial to cripple his ability to run again since every poll says he will beat biden,FAVOR,AGAINST
in a nation worth living in in a democracy rather than an authoritarian state where people have constitutionally guaranteed rights and freedoms no one is above the law those who have lost their moral compass and regard for factual reality will disagree,FAVOR,AGAINST
if there is no justice for trump then there is no justice for everybody everybody can be treated like trump,NONE,FAVOR
who cares about what new york says anyway,NONE,FAVOR
i came here to gloat but everyone beat me to it lol nice to see were not so divided after all,FAVOR,FAVOR
i wonder what this means for the election if trump goes to prison who is gonna run for the presidential election does biden auto win i think that might be a first in american history where there isnt a candidate to run against a president in an election,FAVOR,NONE
hahaha bring a trump follower means two things 1 dumb 2 cult member,NONE,AGAINST
what an absolutely beautiful verdict a guy said sir thats a very beautiful verdict i love how president smokin joe biden weaponized the doj against his two presidential opponents that guy hunter biden and the other guy don the con drumpth go joe 2024,FAVOR,AGAINST
because convicted felon trump micromanaged his own trial abraham lincoln predicted its outcome why lincoln said a lawyer who represents himself has a fool for a client indeed trump is a fool and he not his lawyers is responsible for losing his own court case,NONE,AGAINST
if i was found guilty of 34 felonies no matter what they were i would go to prison trump is not above the law,NONE,AGAINST
trump refuses to accept reality this is not news,NONE,AGAINST
shame first line from the law and order republican party will be wear the felony convictions as a badge of honor,NONE,AGAINST
wow bye bye,NONE,NONE
hey maga tired of winning yet,NONE,FAVOR
how do you say first time offender with 34 felony convictions any other taxpaying us citizen would spend a decade in prison at least no trump wont see a second in jail because the system is not for our lords they are for the commoners,NONE,AGAINST
news flash orange rapist convicted of 34 minor felonies with many more serious charges pending in florida georgia and dc maga cult headquarters quotes lucille ball saying waaaaaaaaaaaa,NONE,AGAINST
unanimous decision on 34 counts in less than two days of deliberation can anyone say jury tampering,NONE,AGAINST
he will win anyway,NONE,FAVOR
trump your fired,NONE,AGAINST
who carestrump 2024,NONE,FAVOR
but biden cant even talk or protect our country lets immigrants pour in by the thousands he took showers with his daughter and has touched kids on camera he needs to be put to sleep and the evil man walks free and no charges bidens son does cocaine in his bathroom and the list goes on and on but of course that idiot got into office and has done nothing for americans god always wins and i pray biden gets whats coming to him until then good people suffer like always,AGAINST,FAVOR
there many that pray to the lord for you president trump,NONE,FAVOR
why do people still support fox news fox news is controlled opposition if it wasnt because they have dooped people in thinking that fox is right winger literally all media would be leftist and it would be easier to convince libatrds that they are the empire not the resistance,NONE,AGAINST
civil war 20 is on the way,NONE,NONE
trump the bigot trump the racist trump the rapist trump the liar trump the thief trump the coward trump the illiterate trump the wannabe dictator and destroyer of democracy in the us the putinwhipped trump the comrade to russia and trump the traitor to our country trump the lover of communists the world over trump the hater of the american military past and present because they are braver than he is trump the guilty felon 34 times over all thats missing is trump the incarcerated in a federal prison and trump the fertilizer,NONE,AGAINST
guiltyscumbag trump loser trump rapist trump felon trump worst potus in history fdjt,NONE,AGAINST
a message to the republican congress think about your children and descendants before you choose between democracy and dictatorship would you prefer them to grow up in a country like in russia north korea or united kingdom or australia,FAVOR,AGAINST
cant believe this happened in a great country united statesthis will not be a great country againhow this person juan merchan become a judge if there is no justice in his mindif there is no justice for trump then there is no justice for anybody those people who hold the notes says lock him upif they can lock him up then next time you will be the next one to be locked up by a judge without justice in his mind,NONE,AGAINST
i dont wanna see dat sleepy joe no more capiche djt,AGAINST,FAVOR
what about hillary or hunter biden,NONE,NONE
he was used he played the game within a plan to ruin humanity and is no longer needed simple,NONE,AGAINST
everyone who watched the trial knows it was completely unfair trump was deprived of many rights and everyone knows that new yorks judicial system is among the most flawed and crookedc systems in the country in any case he will not be sentenced to jail time if the judge has any integrity whatsoever even if he is sentenced to jail his sentence will likely be stayed until the appeal is completed and it is likely to be overturned on appeal no matter how you look at it this trial is an american disgrace alvin bragg is a puppet and a slimey spineless bottomfeeder,NONE,AGAINST
not able to sentence bro the hell,NONE,NONE
justice thank you lord,NONE,AGAINST
im not falling for this garbage im still voting for trump the democrats will do anything to throw this election im not surprised about the new york kangaroo court,NONE,FAVOR
i did hard time we need prison reform,FAVOR,NONE
trump was convicted by a jury not his political enemieswall street journal,NONE,FAVOR
guilty times 34 the jury has spoken he is and will be getting everything he deserves this country is repairable and joe biden is the man to do it what trump has done is a national disgrace to the office never in my lifetime have i ever seen anything like this,FAVOR,AGAINST
donald ask china they did it not me,NONE,AGAINST
no black man or person of color would ever be allowed to run for president let alone hold office f frump,FAVOR,AGAINST
this stupid witch hunt is ridiculous this will not stop him from becoming president 2024 donald trump will make america great again,NONE,FAVOR
since you all hate trump so much than you run for president and make america a better place,FAVOR,AGAINST
im not a big politician person or anything but i will agree trump did have a good run when he was president but for biden i cant say the same but since trump wont be reelected and biden definitely wont be voted for again whos gonna make america better since the man you all hate so much is finally in jail,AGAINST,FAVOR
judge should do whatever he wants to trump the judge has been harassed insulted everyday by that orange turd lock him up or home confinement at his crappy marlardo,NONE,AGAINST
just disgusting a rigged court cases a rigged justice system a witch hunt from the beginning biden and his hoodlems should be up for treason for stealing your tax dollars warmongering and moreput him on trial unbelievable usa is going down unbelievable go trump go,AGAINST,FAVOR
glad this criminal thug is getting the deserved prosecution now lets charge biden too dont be partial,AGAINST,FAVOR
bottom lineif he wasnt running for president none of these trials would be happening remind anyone of chinarussia,NONE,FAVOR
this will boomerang in a big way im seeing so many people walking away from the democratic party right now,AGAINST,FAVOR
i guess orange man was kinda bad after all,NONE,AGAINST
watch the trump snowflakes melt with this verdict and how is a jury of free thinking people a jury of his peers,NONE,AGAINST
whats truly pathetic is that one can predict what trump is going to saywhat right wing media is going to say and what his supporters are going to say and dour all pathetic bots who believe any and everything that spews out of trumps mouthim srry what do the evangelicals in this country call this adulterypredatorcongods mancame in the name of jesus rightclowns in a circus,FAVOR,NONE
stormy daniels need not leave this country,NONE,NONE
while ny judiciary makes the nation proud the sdny and main justicedoj still stinks 1 why didnt they pursue trump individual1 after he left office in jan 2021 2 why didnt doj pursue obstruction of justice charges recommended by mueller after jan 2021 3 why did they waste 125 years before starting to investigate trump and appoint a special counsel,NONE,AGAINST
is he the first president in history to be thrown in prison,NONE,AGAINST
us is making history a former president is adjudicated by a court as sexual assaulter in 248 years a president or former is criminally indicted for the first time in 248 years a former president is found guilty of felony in 248 years tbd a convicted criminal felon is going to be a presidential candidate,NONE,AGAINST
juror 2 gets his news from truth social yet there was an unanimous conviction imagine how strong the evidence is,NONE,AGAINST
now we can officially say criminal convict trump and criminal felon trump neither youtube nor the video publisher can remove it,NONE,AGAINST
lmao what a sucker and a loser,NONE,FAVOR
lying ted crooked hillary and sleepy joe will now have to surrender their nicknames to the expresident,AGAINST,FAVOR
karenbianco you are a former convicted felon who is voting for criminal trump in 2024 we dont want criminals as role models for our children in the whitehouse as president,FAVOR,AGAINST
ok so lets assume he serves one day for one count can you imagine trump in a jail cell for 34 days,NONE,AGAINST
finally wins a popular vote unanimous win,NONE,FAVOR
this is the most corrupted court case in the history they didnt fined any crime they prosecute him and they decide his guilty for crime that didnt exist this is we against,NONE,AGAINST
checkmate you cant obtain a security clearance if you are a convicted felon the potus must have a security clearance nice little move this was got the job done trump can run he can win but he cannot take office,NONE,AGAINST
democrats will run michele obama for president she will run on abortion issue wake up,FAVOR,NONE
about time trump made news exciting again,NONE,FAVOR
he finally won a vote,NONE,FAVOR
i love maga tears let it rain,NONE,FAVOR
ha so much for throw her in jail throw him in jail 34,NONE,AGAINST
not hearing any boooos from the crowd he sure has a collection of titles now convicted rapist and convicted felon oh and twice impeached lets not forget that one you seriously think this criminal should be running the country 999 of you wouldnt invite a rapist and felon to dinner at your homes but they are still qualified to be the president,FAVOR,AGAINST
its so funny how the comments trump makes about his trial are indistinguishable from the comments alex jones made during and after his trial,NONE,AGAINST
they didnt raid bidens house because biden let them search anywhere they wanted trump had 9 months to hand over the files and had his minions hide them duh you must think fox veiwers are morons,FAVOR,AGAINST
trump will be 47th president in november,NONE,FAVOR
couldnt happen to a better traitor,FAVOR,AGAINST
can the judge lose job for this miscarriage of justice,NONE,FAVOR
american justice has become a comedy show,NONE,AGAINST
trumps lawyers and the prosecution in common agreement chose 12 jurors the jurors took a closer look at the evidence more than you or me or anybody and it takes only one juror disagreeing on guilt to trigger the not guilty verdict how can anybody say that it was rigged,NONE,FAVOR
fox must be proud of themselves theyre as guilty as the rapst shame,NONE,FAVOR
love you trump i pray for you as you defend christians faith in all over the world god bless trump,NONE,FAVOR
surprised to see all the jubilation on the fox news comments section,FAVOR,NONE
rigged its a witchhunt etc lol,NONE,FAVOR
not rigged trumps lawyers chose the jurors its a trial like any other it just shows how he treats people,NONE,AGAINST
if he never ran for presidency again this never wouldve even happened,NONE,FAVOR
the sexualy liable abuser wife cheater tax evader draft dodger twice impeached four times indicted demented covicted sore loser is fully qualified to be the banana republican 2024 candidate,NONE,AGAINST
you gotta give it to donald he was right all along when he said no one did it like him no one lose like he does,NONE,FAVOR
it was a perfect guilty,NONE,NONE
convicted on all 34 counts thats 34 felonies and counting anyone else would get jail time hell get community service,NONE,AGAINST
and the western world outside the usa cheers with joy and relief yay to the republicans horrified and upset that his guilty i really dont understand what you see in trump this whole time trump either stirs or causes major trouble i seriously dont understand why you think that is a good quality for power,FAVOR,AGAINST
and the western world outside the usa cheers with joy and relief yay to the republicans horrified and upset that his guilty i really dont understand what you see in trump this whole time trump either stirs or causes major trouble i seriously dont understand why you think that is a good quality for power,FAVOR,AGAINST
maybe he shouldnt insult the people deciding his verdict lmao,NONE,AGAINST
proverbs 109 says people with integrity walk safely but those who follow crooked paths will slip and fall,NONE,NONE
i told him,NONE,AGAINST
trump is criminal do you understand hes a bad guy,NONE,AGAINST
we the people pardon trump,NONE,FAVOR
i thought hed get away with it paid zero attention to the trial,NONE,AGAINST
kwko5vh sure donate 500 to trumps convicted criminal reelection campaign and hell send you the passcode for his mar a lago estate there you will find boxes upon boxes of trial documents he and his mafia attorneys snuck out of court,NONE,AGAINST
finally he is held accountable for the first time is his entire life,NONE,AGAINST
dont want consequences dont break the law,NONE,AGAINST
so heres the question does he do time since hes convicted of 34 felonies he said he can relate to black people but most of us get convicted of 1 felony and were doing serious time or will this be just another jim crow stunt,FAVOR,AGAINST
hes gonna be 47,FAVOR,NONE
the lock her up crowd is now freaking out over lock him up i guess pronouns do matter,NONE,AGAINST
you dont go to prison unless you have violent related convictions a whole lot of white collar criminals doing 1020 would love to get that in writing,NONE,FAVOR
donald j trump is a felon 34 times the man is a one man crime wave for unscrupulous lots criticising usa system of justice i would remind ya all knuckleheads that with the ratification of the united states constitution in 1788 and the bill of rights in 1791 the rights of the people of the new united states of america to a trial by jury in both civil and criminal trials were secured meaning anyone criticising donald trump guilty plea is unfit for public office why thats how usa deal with criminals for over 300 years because a rapist fraudster extremely incompetent businessman is a one man crime wave and gop still made him nominee despite warnings from chris christie for what prisoners context thats on ya all not on usa system of justice,NONE,AGAINST
dtrump is simply a viscious cult bully and is dangerous to this country my family are professionals and military officers and left the republican party this year we were done with his maga cult even nixon stepped down and away after committing crimes trump was not smart enough to walk away with all his crimes because his family is a brainwashed viscious thug cult family period,FAVOR,AGAINST
just came for the comments,NONE,NONE
ya gotta love it liar and con man crooked trump convicted on 34 felony counts hope he gets life in prison without parole thank you jurors,NONE,AGAINST
cant wait to see the total maga meltdown,NONE,AGAINST
classic eating popcorn watching the video and reading the comments type situation going on here,NONE,NONE
what gets me the most is that one who isnt native boen he cant be president yet trump a convicted felon can everyone on the right keeps yelling about political opponent argument but they forget trumps 2016 lock her up to clinton for just existing i guess when trump wants to do that to a political opponent whose done nothing then trumps conviction has nothing to do with political opponent because biden has nothing to do with anything the hypocrite was found guilty yell about the jury both defense and prosecution pick jurors both have to agree on who stays and goes trump is guilty get over it trumpers trump is a loser again and if he appeals he gets to just like anyone else not an exception,FAVOR,AGAINST
haha all the trump sheep mad in the comments,NONE,AGAINST
only psychopaths with little to no conscience support donald trump the bible said in the latter times men will have their conscience seared with a hot iron,NONE,AGAINST
people that still have a working conscience found trump guilty years and years ago,NONE,AGAINST
do all you people gloating know that hillary clinton was found by the fec guilty of the exact same crimes she was found guilty by a federal agency of illicitly using campaign funds to fund the steele dossier the document that started the entire russia collusion hoax this is fact it in the official records now its not fox news disinformation do you know that she was found guilty by them for hiding the payments as legal fees by falsifying her records do you know that all she got was a slap on the wrist an 8000 fine click on a new tab and search hillary clinton campaign finance fine and read one of the articles available on left leaning new sites and learn for yourself just be honest and tell us you are perfectly fine with half of your fellow americans living under a different set of rules laws and consequences spare us you trying to argue the facts,NONE,AGAINST
anything that is in favour of crown trump he will thump up anything that is against him he will scream and shout on top of his voice this is political persecution political motivated or peoples who do the right thing against him are scums hence how would he be statesman where he does not obey the rule of law is he a man of jungle as he believes the law of jungle his mother was right who voted for crown trump he is either a gullible or a moron,FAVOR,AGAINST
after reading some of these comments i had to double check the video to make sure i was watching the video from fox news,NONE,AGAINST
truly interesting how many comments show how woke many still are,NONE,FAVOR
why anyone would think this rogue judge and his handpicked jurors would have come up with any other verdict is ridiculous note in ny only 4 jurors need to vote guilty on each count out of 12 jurors that is anything no not unanimous nor is it considered unanimous in other states such a dog and pony exhibition and msm shut their mouths about biden authorization of muntions force from us in russia,AGAINST,AGAINST
trump maga 2024 we will not back down we want justice,NONE,FAVOR
guilty as charged,NONE,AGAINST
i guess all former president should be charge hey and the one right now,FAVOR,AGAINST
trump was supposed to be in jail way back instead all these rich people helped him to get him in president and after the term he get away with it what a bs government is soo slick n smooth,FAVOR,AGAINST
ill still vote for trump even if he goes to jail it beats having biden,AGAINST,FAVOR
good morning usa i got a feeling that its gonna be a wonderful day,NONE,FAVOR
hillary has a body count listed online trump was convicted of mislabeling paperwork,NONE,AGAINST
in addition to being convicted on all counts as a person of color orange theres a strong possibility that hell be given a maximum sentence,NONE,AGAINST
so riddle me this how can a felon still be free and not in jail and let alone still run for president is that just how bad our system is for rich,NONE,AGAINST
please no more close ups of the creature from the orange lagoon,NONE,AGAINST
so whens biden going to be arrested since he was the first who got busted for hiding documents,AGAINST,FAVOR
wht does google censor my posts,NONE,NONE
google is sensoring my posts is google a commie pig corp,NONE,NONE
suck it faux news i mean fux newskeep trashing america and now the justice systemlove it or leave itorange is the new red,NONE,FAVOR
trump is guilty its not hard to make that assertion if you pay attention to what is actually said and done in the court room except people cant seem to abstract politics and their hatred for the other team long enough to think clearly rationally and objectively anymore i am no democrat dont really support biden and that has zero to do with the fact that trump was guilty he just does the same old song and dance every time blame every one and every thing else but himlike a child no matter how much this guy claims things are rigged evidence evidence evidence simple,NONE,AGAINST
more guilty counts than oj simpson,NONE,AGAINST
im so glad they found him guilty he needs to realize nobody is above the law he doesnt care about us or america its all about him jail i hope,NONE,AGAINST
the judge da and biden dont forget the gag order you still have to be sentenced watch what you say,FAVOR,NONE
so donald trump has at least sexually assaulted stormy daniels ivana trump his ex wife ejean carroll thought was his ex wife youd be ignorant to assume thats the only women he poked with something against their will,NONE,AGAINST
these people have committed treason,NONE,NONE
to all the trumpersim sorry about that sorry buddy,NONE,AGAINST
america gets to choose between a hair smelling ice cream eating dimensia suffering old man and a narcissistic felon is that the best that usa has to offer,AGAINST,AGAINST
four more years,NONE,FAVOR
false accusations huh,NONE,FAVOR
and dont forget president trump will win november 5th 2024 and those real criminals that committed real crimes with overwhelming evidence will finally pay if this country is yet turned upside down,NONE,FAVOR
republicans need to start thinking about a plan to replace trump as the nominee before the rnc convention instead of engaging in stupid and futile protests outside the nyc courthouse,NONE,AGAINST
4 years per case he goona be living like a king inside the joint come on who really thinks hes gonna spend there years in prison,NONE,AGAINST
blaming biden administration how ignorant can you be,AGAINST,FAVOR
donald trump is a felon running for president the law is to be respected but he really trying to look innocent,NONE,AGAINST
cry republicans,NONE,AGAINST
trump 2024 all the way if he goes to prison i will still vote for him,NONE,FAVOR
convicted felon donald trump he couldnt even get a job a many fast food places with his criminal record,NONE,AGAINST
crybabies all in the comments,NONE,FAVOR
3434 convicted felon rofl,NONE,AGAINST
well still be voting for trump even if hes locked up we the people can see that this is a kangaroo court a judge whose daughter is working for democrats with the jury from a deep blue state when biden dared trump to debate we knew something was off biden already knows the result of this trial,FAVOR,FAVOR
good thing i never gave up my guns and ammo,NONE,FAVOR
good lock him up,NONE,AGAINST
shame on fox for covering up the face of that sexy nypd officer standing by the door,NONE,NONE
what a big steamy pile the wrong person was found guilty,NONE,FAVOR
but yet joe biden still is free with hillary and omamawhat a joke,AGAINST,NONE
new york is full of dumb asses,NONE,NONE
so let me see if i get this straight i have to pass a background check to be a cashier at stop and shop yet a convicted felon gets to run for president of our country can somebody make sense of this because i sure the hell cant,FAVOR,AGAINST
so confused what did he do,NONE,NONE
well there you go a precedent has been set to go after former presidents if no one is above the law doors open for retro prosecution to include a few representatives senators judgesand the list goes on i think our forefathers are rolling over in their graves truth has been hijacked and ill also bet if you look up at the statue of liberty she is weeping the only thing this solves is dividing us even further divide and conquer,NONE,FAVOR
i seriously dont think he should be convicted of 34 felonies when all he did was send hush money to stormy daniels to say that she didnt sleep with him i think its sabotage so he cant run as president,NONE,AGAINST
tons of dem bots on commenting in this guilty verdict on all news outlets,FAVOR,AGAINST
sexual abuse stormy is literally on national tv in 2018 in front of millions of people saying there was no abuse it was consentual and even defends him she says i am not a victim verbatim you libs have the literal brain of a goldfish,NONE,FAVOR
people can protest peacefully all they want but that wont change the verdict and thank god we dont have a justice system based upon personal opinion,NONE,AGAINST
trump lawyer looks like he has just realizedhe aint getting paid,NONE,AGAINST
not surprised he was found guilty he is guilty,NONE,AGAINST
i dont hear any boos,NONE,FAVOR
lock him up be careful fox you dont want to have to pay another seven hundred million dollar fine for knowingly spreading lies,NONE,AGAINST
trump need new lawyers,NONE,AGAINST
yay trump is a felon,NONE,AGAINST
hold up biden slow your roll while grinning from ear to ear thinking this has put you that closer to crossing the finish line to victorythe true winner donald trump will be back,FAVOR,FAVOR
we all know this is bs get enough people to lie and this is what happens but they wont touch their criminal biden,AGAINST,NONE
appeal to supreme court not guilty violation of constitutional rights and a denial of due process god bless america and trump,NONE,FAVOR
this is what happens when you remove nikki because shes a woman,NONE,NONE
those jurists were either bought or threatened,NONE,AGAINST
maga you have made trump your god god says to put no other god before him this was your warning,NONE,AGAINST
the real verdict is going to be on november 5 if i win of course otherwise its rigged again,NONE,FAVOR
im so proud of those crying ladies out at the courthouse maga,NONE,FAVOR
why does trump want to send loaded missiles to israel,NONE,AGAINST
lol this presenter reading off the guilty verdicts sounds like she is at an auction haha,NONE,FAVOR
trump qnd his followers cant stop crying what happened to the once great republican party orange stained,NONE,AGAINST
remember donaldtwelve minded people found you guilty of all charges face up to the fact that sensible people get the right verdict your supporters have yet to find their brains and morality,NONE,AGAINST
narsisist never accepts defeatneverwhat a loser,NONE,AGAINST
a reality is just what we tell each other it is sane and insane could easily switch places if the insane were to become the majority you would find yourself locked in a padded cell wondering what happened to the world in the mouth of madness 1994,NONE,NONE
paytriot give your money to a campaign if you want to fools haha its all a fake stage show they are laughing all the way to the bank im keeping my hard earned useless paper fiat,NONE,FAVOR
all major republican and democratic political strategists know that the only candidate likely to beat biden in the presidential election was nikkey haley except unfortunately the majority of republican supporters trump cannot win the presidential elections,FAVOR,AGAINST
only donald trump will get convicted with 34 cases and some being felonies and not going to prison thats wild people drive and get a dui and jail time for a misdemeanor,NONE,AGAINST
i prefer presidents who dont have 34 criminal convictions felon,NONE,AGAINST
shame trial,NONE,AGAINST
what else to expect from a kangaroo court,NONE,AGAINST
make america great again put trump in prison,NONE,AGAINST
tired of willing stinky,NONE,NONE
34 guilty convictions trump the felon,NONE,AGAINST
lock this felon up,NONE,AGAINST
i once had an uncle like trump he was a nononsense guy and that was very intimidating to lazy and stupid people normal hard working people liked him but twofaced grifters in our family couldnt stand him,NONE,FAVOR
if they applied this much scrutiny to every politician at least 80 of washington would be behind bars for 10 years,NONE,NONE
i dont hear any boos,NONE,FAVOR
another john kennedy,NONE,NONE
i am glad am not an american cause this right here is a disgrace,NONE,NONE
this whole situation is crazy because trump also broke 34 rules created by the supreme court for more information on the topic look up trump rule 34,NONE,NONE
amazing how everything is rigged only when trump loses,FAVOR,AGAINST
no one is above the law justice has prevailed wonder if this is also what the donald meant by making america great again,FAVOR,AGAINST
this is great news now the independents and republicans can vote libertarian and we can get this country and our freedom back,NONE,NONE
watch him still win this november lmao,NONE,FAVOR
yet biden is still able to be a president,FAVOR,NONE
the world stage done got desperate,NONE,FAVOR
send trump to cecot,NONE,AGAINST
a political conviction dont trust them,NONE,AGAINST
when i saw many deluded trump cultists reacting to the verdict i am reminded of a quote when fascism comes to america it will be wrapped in the flag and carrying a cross this is the best example that no one is above the law it emphasizes that all citizens and institutions including lawmakers and leaders are accountable to the same laws and this concept ensures that no individual or group can act with impunity regardless of their standing or authority and yes this actually applies to donald j trump sadly this is something that these cultists will never acknowledge or understand,NONE,AGAINST
crazy how even after trumps presidency liberals cant stop thinking about him trying to put him in jail throw shade on his name im not trumps biggest fan did i vote for him yes but because he was the better option at the time but its really sad considering there is so many crimes liberal politicians have committed and should have gone through the same court processes as trump funny that liberals only seem to want law and order when it fits in with their political agenda people need to start standing up or its just gonna keep getting worse,NONE,FAVOR
is all this winning rigged as well magas guilty on all counts,NONE,AGAINST
an opportunity for him to make more money from his criminal verdict trump couldnt even stand up to defend himself inside the court but keeps whining spreading his lies outside the court this guy will live his life as whining and lying,NONE,AGAINST
this clown thinks that he could use his infantile theatrics and distractions to convince everyone that he is not a thief liar con artist racist and a pu33y grabbing clown moron that does not like a bathe and smell like spoil cheese,FAVOR,AGAINST
is trump still under that stupid gag order even though the trial is over or can he say whatever he wants now cuz i hope he can speak freely now like everybody else,NONE,FAVOR
so a felon cant vote but can run for president where they do that at lmao go directly to jail do not collect 20000 whats next war,NONE,AGAINST
he needs to be removed from the presidential candidacy,NONE,AGAINST
the russians putin compromised trump years ago and supported 200 trumps bid to become president they weaponized the fbi and judicial system all because putin wanted to invade the ukraine without nato response trump sold out american democracy system to make a buck those who support him are either stupid corrupt themselves of delusional,NONE,AGAINST
lol good orange buffoon,NONE,AGAINST
this is a fantastic verdict of 340 now lock up this criminal,NONE,AGAINST
god is good this the lord work,NONE,FAVOR
now if we could just get rid of fox news for spreading lies 247 we will be on our way to unifying the country that they have divided,FAVOR,AGAINST
yet they wont release the private island client listhmmm seem like something very democratic is happening here,FAVOR,AGAINST
the republican party is a criminal enterprise isnt it,NONE,AGAINST
donald trump is not a republican a real republican would not have tried to overthrow the government that he vowed to protect when he became president and you know that is true this is how a real and respectful republican should and did leave the office of president in his farewell address to the nation ronald reagan said we must always remember that our strength lies in our respect for the constitution and the bill of rights and our determination to preserve it for our children and their children,NONE,AGAINST
lock her up lock her up ooops they gonna lock him up for reals,NONE,AGAINST
just as donald didnt care about those who got in trouble for supporting his will to attack the very government that he promised to protect and honor when he became president donald will not take responsibility for his own nasty behavior now young angry people that support him now if they become violent again could end up incarcerated donald could protect them from their own anger by admitting that he was wrong and that his own behavior is the reason he has a guilty verdict in the court but he wont because he doesnt care how much his idolizing followers suffer its all about the donald what a selfish man,NONE,AGAINST
im so sad may god help and guide president trump during this difficult time,NONE,FAVOR
if the republican party had any brains and wanted to go back to true conservatism they would have a new candidate by monday i cant stand donald trump or joe biden i would vote for a moderate conservative over joe biden in a heartbeat no more sociopath con man we dont need a trump want to be,FAVOR,AGAINST
