comment,biden_stance,trump_stance
you demos and cnn people are cracra bill clinton and monica lewinsky in the white house trump supposedly prepresidency and a lay with a pornstar big freaking difference as it appears bill sold china missile tech probably because of blackmail,NONE,FAVOR
dems think this will stop trump from winning the presidency this actually slam dunks it for him,NONE,FAVOR
we will never let him sit in a cell always remember that im calling on all patriots to take direct action if they attempt it,NONE,FAVOR
on behalf of donald trump thank you cnn for the additional 10 million votes,NONE,FAVOR
convicted felons lose a lot of rights was the founding fathers original intent for convicted felons to become presidents or even be allowed to run for president i dont think so no one in their right mind can conclude this what will the originalist supreme court think about this issue while each state may have slightly different penalties there are some common rights that are almost always taken away in california convicted felons will lose the following rights voting rights ability to travel abroad gun ownership jury service employment in certain fields public assistance and housing parental rights no one should be above the law not even trump even if the constitution does not ban convicted felons from becoming president with all the principles in the constitution and our laws the only conclusion that follows is that convicted felons are banned from becoming presidents this would had been what the founding fathers had concluded had they come across this issue no reasonable person can conclude otherwise,NONE,AGAINST
bet he wont do not even a day in prison just watch,NONE,AGAINST
and the communist news network spews again,NONE,FAVOR
the zionist lobby pressures trump to fund israel with weapons to kill children in order to get their support in elections they will delete this comment,NONE,AGAINST
he breaking records and the gop loves it,NONE,FAVOR
wheres melania many people are saying she is planning a divorce is that true,NONE,NONE
amd you people that think this is good are rhe reason are country is the way it is keep voting for that joke we have in office trump was a good thing for this country you people ruin everything,AGAINST,FAVOR
cnn is such a joke,NONE,FAVOR
do you think for a moment that the majority of americans belive the bias liberal media or that the democrats are not just corrupt to the core,NONE,FAVOR
is the law for everyone or just for some is he imune just because he was a lousy president,NONE,AGAINST
only dishonest people will vote to elect trump again,NONE,AGAINST
to those who are willing to listen along time ago there was a man who hated the government he was loved for the way he revolted against those who sat in power by his words and acts he led to many violently atrocities for his nation though the government would rather avoid bloodshed they wished to hold their authority unchallenged so this man brought out the worst in them they would violently harass the peoplewhile looking for him even if people were innocent they would be harassed just for the warning of what would happen if they discovered something about this man eventually the man was captured and sentenced to death but something unexpected happened awhile later there was another who went out to help others he would heal the sick feed the hungry and would help those many believed were beyond help this challenged the government in a different way because now this one wasnt crossing the line they wouldnt cross for evil but was crossing the line they wouldnt regarding helping others the people dragged this one to a judge and seeing that the cause was out of envy the judge gave the people a choice they could either have this one released who had done no wrong or they could have the man that lead to the lands desolation set free but the people would not allow their eyes to be opened so they allowed the man to be sent free and had the healer sentenced to death the one who was set free was given the name barabbas and the one who was sentenced to death was named jesus this is the storm the world faces today for 4 years the one who is condemned now has not been in office and many plead for his judgement and condemnation still and some still love the chaos he caused and want his authority to return so they may reap the benefit of it but very few see that the court room has been recreated again just as it was barabbas and the son of man known as jesus for no one who truly knows the son of man denies his words and he willingly allowed himself to die because he didnt want man to succumb to being unforgiving and merciless beings for any cause for that causes them to decay away many may be healed at this time if they count the cost from where they have fallen and build back up by valuing what they have heal those who are suffering do not commit to violent protests and the actions which follow them forgive without turning off wisdom search for how you may do these things with gentle hearts even though it will be a hard road regardless a gentle pace makes the work easy many say now that it is not as dark as it was during years before because many deaths are not occurring but the amount of unforgiveness is higher now than it has been before and the loss of life is a small result which will come compared to the other consequences the world is facing now leave stories like this alone storms like this will come and they will come again but take each day one step at a time and you will have heard the reason the son of man was willing to die so many may find life even beyond death the way the truth and the light the bread of life the home of love the joy of a child the language of the eternal nation the written words which shall not pass away the building blocks which one may use to unlock the doors where anything is possible the blood of the lamb john 115 genesis 13 genesis 9816 exodus20117 matthew 1 matthew 4 matthew 57 matthew 91017 mark124144 luke 74050 matthew 13 matthew 19 matthew 222346 matthew 2325 matthew 281620 luke 101742 luke 23612 john 753811 john 84859 john 1317 john 3 revelations 11 revelations 16 dont let the apathy of the world cause you to loose hope this is the spirit of the frog where no moment of darkness is worth being thirsty for the love of light and when no moment of light is worth letting go of the darkness one loves to hold onto but the spirit of the son of mans words will heal anyone who is willing to accept them then you are ready to turn the page onward to the last chapter toward a beginning without end revelations 22 those who are trained in the light the entire book is at hand count where you are so you may help yourselves and those who will go with you revelations 122,NONE,NONE
whoever has not sinned may throw the first stone jesus christ trump is being convicted by people who do the exact same crimes if not worse that he does,NONE,AGAINST
i guess the one thing you can say is trump keeps making history,NONE,FAVOR
you cnn liberals are completely brainwashed by liberal media we the people have 34 more reasons to vote trump,NONE,FAVOR
how did they get a jury of his peers how many ex presidents are alive,NONE,AGAINST
i can watch this on repeat every day until his next guilty verdict happens,NONE,AGAINST
this should now open the doors for all convicted felons with felonies to vote and run for the presidency of the united states of america if a police officer committed a crime and was convicted of the crime especially a felony is sent to prison and his or her rights to vote are terminated and cant ever be police officers again so why can pinocchio trump the convicted felon be allowed to still be the president of the united states as well as vote why the double standard this should now open a pandoras box for civil rights attorneys to file a class action suit to restore all convicted felons rights to vote as soon as they are released from prison whats good for one then it should be good for others fair is fair we the people are all equal so why one is allowed to still vote and be president but others in his shoes cant qualifications to become president of the united states is that you are 30 years old and up and not a convicted felon like i said a cop cant get his job back in law enforcement if convicted of a felony so how does a ex president have that privilege a convicted felon has no rights by law so trump does civil rights attorneys here is your chance to make history for convicted felons since it seems trump gets a hall pass,NONE,NONE
ok lets be hones this is all bs why arent they telling us what the hush money was for on all 34 counts where is the evidence behind behind these claims,NONE,AGAINST
its a disgrace that someone found guilty of 34 felony charges by a jury of their peers can run for president of the united states and its even more disgraceful that the socalled party of law order and family values supports the criminal trump not 48 hours after the guilty verdict was announced trump and his maga boot lickers were inciting violence again as a former pretrump lifelong republican i will never vote for a republican again i like presidents who dont break the law and shatter the lives of everyone stupid enough to get involved with them voting for my country,NONE,AGAINST
should stormy daniels be charged with illegal activities,NONE,FAVOR
dont argue with bots,NONE,NONE
you sure you want to go down the political prosecution road liberals two can play this game if geriatric joe isnt committed to the home first some bribery issues will come up in a republican administration,AGAINST,FAVOR
what might be trumps nickname in the big house,NONE,NONE
could have said guilty of 34 counts instead of repeating 34 times de same thing omg waste of time,NONE,AGAINST
why was trump tried in district court by a district attorney for alleged federal charges,NONE,NONE
no one is above the law except a democrat amazing how this lawfare is failing trumps poll numbers are going up and joes are going down and trump made 60 million since this verdict and if you dont think that this is all happening with out the approval of joe biden then i got a bridge in arizona to sell you from the front porch you can see the sea too by the way if the judge sentences trump to jail his numbers will sky rocket in popularity see i play baldurs gate and in a part of the game i had to fight this monster and every time i damaged it it got stronger anything the socialist democrats do to trump he only gets stronger one more thing i keep seeing these 34 counts postings it was 1 count broken up into 34 counts its like if you and a friend were smoking a joint and passed it back and forth 20 times and the da charged you with 20 counts of distribution of narcotics,AGAINST,FAVOR
so ive been seeing videos on youtube where black people are saying to other black people that support trump that they arent black how does this even remotely make sense yes there are tons of black people that support trump which obviously proves he is not a racist so i guess there is an agenda after all that a bunch of black peoples refuse to get sucked into and really want a president that puts america first i applaud these people that refused to get sucked into bullshit agendas,NONE,FAVOR
i think nikki haley now regrets supporting trump last week,NONE,AGAINST
ooohohohohoohhhthis is something new so it means other rich americans dont do that or they are not tried for it until they want to become president,NONE,FAVOR
many people dont want trump they want the anticrist,FAVOR,AGAINST
lets say it like it is around 50 of americans are prepared to vote for a 34time convicted criminal as president after all these years no one is surprised that this criminal is a republican no one should be surprised that his mentally backward supporters are primarily potential violent criminals who threaten the judge and the jury and therefore have no understanding of the rule of law or democracy,FAVOR,NONE
all i could think about when he counted all these felonies was dj khalid saying annnnd another one another one another one,NONE,AGAINST
just stand down trump and stop embarrassing yourself your family country,NONE,AGAINST
ha ha little lefties this only makes trump stronger just like raiding mar a lago did indicting him in ga did etc how do you people not see that his polling has jumped and his donations have set records yet you actually think this is helping your cause youre just blind stupid and of course ignorant he will win the white house and goodbye to this ridiculousness hopefully he goes after huge payback too,NONE,FAVOR
i do not support trump only because i believe he is part of the bigger globalist plan but this 100 secured his win im getting the fuck out the country asap,NONE,AGAINST
a load of bs,NONE,AGAINST
fake judges fake courts all across america,NONE,FAVOR
you guys should be ashamed of yourselves you guys counted 34 counts of supposedly the same thing falsifying records when he has accountants everything lawyers and what does his businesses have to do with stormy daniels a prostitute nothing,NONE,AGAINST
cnn is fake news and is guilty of lying to the american people for decades,NONE,FAVOR
i mean these all sound good and all but from every one of these ive looked up and there related charges there all lowest of the low for felonys all thats going to happen is he has to pay a bucket load in fines again only proving the point for the rich payable by fine means legal for a price and even if he does time behind bars he will be well fed kept away from other inmates and given lots and lots of treats and extra stuff for being rich and behind bars with trumps money and fame you mind as well call these 34 misdemeanors because thats how they will be treated,NONE,AGAINST
lets assign a fiscal to all people to all saints of new york,NONE,NONE
justice served,NONE,AGAINST
this is not a hush money case this is an election subversion case the orange felon is finally being held accountable for his criminal behavior which means lady justice needs to be praised for holding strong god bless america,NONE,AGAINST
who gives a shit make him president again,NONE,FAVOR
trump a convicted felon is now a convicted felon i feel obligated to refer to him by a fair title donald trump past preside t of the united states a convicted felon will now be the first convicted felon to gain the republican nominee before becoming a convicted felon he a convicted felon will now run for president as a convicted felon,NONE,AGAINST
the country falling apart and this is all they are focusing onthey dont care if trump is the salvation of this country as long their pockets are filled,NONE,FAVOR
finally fdt,NONE,AGAINST
so putin and biden are now the same when it comes to treatment of political rivals we knew this but its proven now sonothing has changed really,AGAINST,NONE
the beauty is that the precedent has been set now and biden can be prosecuted for his actual crimes the sad part is now we are officially a banana republic,AGAINST,FAVOR
just like the election rigged,NONE,FAVOR
someone let me know where to attend the riots when crook joe biden is elect in to office again election theft convict joe hunter for being the first crack head in the white house someone find that laptop,NONE,NONE
fcnn,NONE,NONE
id rather have a convicted felon for president than the idiot we have now,AGAINST,FAVOR
200000 illegal immigrants were on that jury these are terrible nasty people everyone agrees how many of them cast their guilty votes by mailin ballot all of them i dont know but thats what people are saying the defendant in this case,NONE,AGAINST
the first felony conviction of a former us president wasnt for the iraq or afghanistan wars illegal cia coups drone striking weddings or spying on americans it was because trump misclassified a 130000 payment for a porn stars nda tells you everything you need to know,NONE,AGAINST
oh michael so very very proud of you after everything vonshitzenpants has put our country through but especially you your family you hung in there through it all you fessed up to your faults paid the price then some now its trumps turn after he threw you this whole country under the bus for money power still hes at it still lying still grifting still whining doing all he can to grab every cent of power glory for himself destroy everything our beloved country stands for this is law order at its best you the meidas mighty the nydas office judge merchan those men women of the jury are to be commended to the heavens god bless you all i will personally be forever grateful to you all,NONE,AGAINST
trumps lawyers are so fired and not getting paid lol,NONE,AGAINST
all you dems are finished november 5th 2024,AGAINST,FAVOR
as if all the other government officials havent falsified documents pleassseeee remember lance armstrong getting caught for doping and as if nobody else in those races were dopingtrump just had the spotlight on him since day one,NONE,AGAINST
so of all the over 300 million americans it is only president trump who has falsified so called business records in america and must be convicted this is nothing other than political vendatta and witch hunting american politics descends into the gutters banana republuc what a shame,NONE,AGAINST
now a convicted felon,NONE,AGAINST
what was it hes guilty of again,NONE,AGAINST
its only unbelievable because we were uncertain that he was actually gonna be held accountable because he never has for anything else,NONE,AGAINST
trump derangement syndrome is all too real mainstream media believers are all too dumb,NONE,FAVOR
how did trump even agree to alll this,NONE,AGAINST
glad commie news network on the kno,NONE,FAVOR
poor jake he kept starting every statement with remember michael cohen is a liar knowing trump is the gloat he really wanted trump to be found not guilty sorry jake the jury has made their decision clear in 95 hrs thats how guilty he is jake,NONE,AGAINST
its all not rosy as many people are led to believe with this verdict ofcourse trump has done many criminal offences which previous president hasnt and i am not condoning any of them but the most important thing the left has to remember is that this is the man almost half of the country voted for in the previous two election cycles celebrating justice is well and fine but people on the other end are pissed and as a matter of fact categorising them as dumb and stupid will not take you far as kimmel often does people have legitimate interests and one has to recognise and discuss them if 90 except for fox and others of mainstream media is not able to understand what half of the americans say then there is something seriously wrong it begs the question whether they are in their own bubble this just increases the polarisation i am not an american citizen but i admire it in many ways hopefully it can sort itself out the world really needs a counterbalance to china,NONE,AGAINST
now can we have a presidential candidate that isnt ancient,AGAINST,NONE
this would be a very smart time for nikki haley to restart her campaign trump is now disqualified from running for president biden cannot run unopposed that would be a disaster for this fragile place were at with american democracy,FAVOR,NONE
the radical left have convicted trump for they have sown the wind and they shall reap the whirlwind,NONE,AGAINST
it dont matter he still going to be president 2024 this is corrupt af when pedophiles and rapists get nothing smh where my rifle,NONE,FAVOR
if you can make that leap of logic why cant you put hillary and joey in front of a jury,AGAINST,FAVOR
there are millions americans who can be a better president than trump just leave him in jail and move on with our lives and country,NONE,AGAINST
im canadian and i know many people as well as me that are donating to the trump campaign to help crush the swamp aka radical left that are executing putin tactics on their political opponents new york just bacame laughing stock,NONE,FAVOR
the clintons spent days and tax payer money shredding boxes of documents in the white water scandal see wheres theres a 2 tiered justice system in this country,NONE,FAVOR
this is lawfare plain and simple and we all know it biden is just like putin he knows he can win in an election so hes trying to put his competition in jail this is going to backfire on the dems so badly,AGAINST,FAVOR
count 35 guilty of mass brain washing in the first degree,NONE,AGAINST
unpopular opinion im not a fan of trump but honestly that man is almost 80 years old and is facing justice for the first time so i just think its to damn late he got away with it for 77 years but hopefully less people vote for him,NONE,AGAINST
i explained over four years ago d trump was the last trump of god the warning that everyone needs to get their heart right with god or go down with him and biden who is bidin his time so the people can return to the truth and be set free christianity missed it too why because like judaism who missed it first they teach by the carnal mind the enemy of god the seed of the serpent the false prophet all religions teach by this method which is why the heart remains the beast that goes through all kingdoms and nations without being transformed into man in gods image and likeness that man is jesus god forms himself into man jesus within our heart the full stature of the inner man of our heart christians dont teach this adam is messiah he is the first adam in whom we died and he will be the last adam in whom we are made alive when adam becomes messiah as planned before the foundation of the world god didnt change his mind adams son is the born again adam the last adam the son of man and we are all members of his body we all become the living stones built upon the cornerstone christ anointing the yachidaonly son so the house temple never falls again the living stones the holy and royal priesthood david and aaron are the way god hashem builds his final temple the tabernacle of david a house of prayer for allllllll nations peoples egos will all fall because the ego is gog of magog the mountain of the mountains that will all be laid low by god when messiah the anointing rises within us bringing adam son of man to life along with moses elijah the prophets everyone god will suddenly rise in his temple his stony hearted people and in an instant he will destroy their vessel of vanity their ego and win the war of gog and magog so where do the jews fit in the jew is the circumcised heart of adam eve in whom we died hence the heart is wicked above all things and when this heart gives birth to the messiah anointing because he is not a physical man but gods image and likeness hence a life giving spiritual man vov in yhvh who is born through the heart to reveal the abomination of desolation in the heart holy place where it ought not be mathew 24 and once the abomination of desolation in the heart is revealed the anointing destroys it dan 9 because there is enough oil to cleanse the inner court or holy place hanukkah so eve the heart becomes the mother of all living when the heart is circumcised by the messiah who also gives life to her husband the carnal mind because this is adams curse since adam is the mind that fell to bring nothing good from the earth the serpent was created crooked by god and is adams will and the crooked is made straight by the messiah or the oil because it lifts the serpent up here is the resurrection of all three adam eve the serpent a three fold chord that will not be easily broken again if adam does not find the anointing within himself through all his members the stony hearts israel from the good ground mark 4 john 16 which is judah who took a vow to bring the anointing the good root of adam to the world nahum 115 then there will be a dead adam just recycling through dust dust dust because the dust is the serpents meat all its life to overcome hell death and the grave adam eve and the serpent have to rise above the dust and it is through the anointing through the messiah if i had not experienced this i would not know it was true but since i did on the jewish feast days of 1992 i know its true ignored for 31 years only proves that nobody wants to hear or see messiah because he ruins the party of self of the vessel of vanity that has its own ideas about how things will go through politics and religion that just keep making everything and i mean everything worse every day every minute the crooked serpent yetzer hora lashon hora does not love you hashem loves you but the serpent does not love hashem do not kid yourself that he loves him he may not be able to do anything outside of hashems will but hashem has given him free reign over you till you do teshuvah repent back to the good root of adam the messiah if you cant see his free reign as all the problems in the world then you can stay in exile with him hashem will allow it till he destroys him along with all the people who prefer him the carnal cursed mind seed of the serpent and false prophet just spins tales and more tales and never comes to the knowledge daat of the truth because it can not know the truth or god or the things of god and yet the world goes after him and all his nonsense and there is no one well i am here but there is no ear to hear me no one else can explain how to repent and where the messiah arise from within us because messiah went into exile with adam as a seed but he wont rise till we deny the yetzer hora and till we do teshuvah repent back to the good root that is within us but we ignore it in favor of the evil root that rules through our heart and to tovias viewers amazed at his intelligence speaking of how wonderful they have it because they know the true god hashem i say if you were tasting the lord you would not be close to ww3 i cant believe the strong delusion of people in religions all of them all of abrahams religions are a curse upon the earth instead of a light to the world abrahams children were supposed to remove adams curse but they just multiplied it billion fold and sit around congratulating themselves while billions keep dying,NONE,NONE
wow this was a truly ridiculous way of breaking this newswell done cnn this is why nobody takes you seriously anymore,NONE,FAVOR
dont want a felon to be the highest representative of united states of america no for president,NONE,AGAINST
such a loser at everything he does because hes a fraud the only thing trump will become is so much more pathetic and irelavent leading up to the big loss at the polls in november,NONE,AGAINST
the states need to make it illegal for a felon to be on a statenational ballot this still being a candidate for president should never be able to happen again,NONE,AGAINST
trumps campaign donations website keeps crashing this is the icing on the cake thank you dementia joe,AGAINST,NONE
lol did he really have to read all the verdict counts it literally feels like a cheesy saturday night live sketch,NONE,AGAINST
just cant hear this enough i really want this as my ring tone,NONE,FAVOR
something in the american justice system seems to still be working its just too bad that americans are so resistant to letting it work for them and a lot of kicking and screaming precedes justice of happening especially when the rich and powerful are concerned,FAVOR,AGAINST
hes just going to abuse the appeal process now this isnt over our justice system has too many ways to manipulate it for this to be over,NONE,AGAINST
great news finally i think the republican party may also be celebrating this guy was out of their control,NONE,AGAINST
the tantrum they threw in 2016 is still ongoing playing right into the communist insurgency strategy destroy faith in our institutions you won a major battle with the deck stacked against him in a kangaroo courtroom farce lets see how long your celebration lasts,NONE,AGAINST
lock him up lock him up,NONE,AGAINST
weaponization of the legal system just like in a dictatorship,NONE,AGAINST
black male watching from londonin response to my trump supporting neighbourcould someone please give me the proper criminal name for the 2nd criminal charge that trump got found guilty onmy neighbour claimed that nobody knows what it isi dont believe that for a second but i would be so grateful if someone had the proper name for trumps second criminal chargethank you,NONE,AGAINST
a liberal da a liberal judge a liberal jury with a couple that admitted they didnt like trump and gagged he was hanging before the trial even started congratulations democrats keep it up and youll have your banana republic,NONE,AGAINST
lock whom up waiting for someone to write an ironic song parody,NONE,AGAINST
the angry oompa loompa bought this upon himself thinking that he was untouchable and he could do whatever he wanted even though the judge kept warning him and he would just ignore the judge and now hes going to jail forever,NONE,AGAINST
just look at that face he must have been born like that,NONE,AGAINST
do you really think that saying the same thing over and over again makes a better point or are you just trying to impress on us that you can count that high saying that he was found guilty of 34 counts of the same thing would have given us all the same information without boring us to death with look mommy i can count to 34 arent i a good boy,NONE,AGAINST
he has only gained more votes the more biden looks like a puppet and not our leader as more horrible policy rolls out from this historically awful admin trump will be our next president,AGAINST,FAVOR
what a country our two best options for our leadership are 1 a felon and 2 an incompetent incoherent and infamous liar maybe theres hope in 2028 sure not visiting ny anytime soon they allow violent criminals to roam and convict a past potus for what exactly could never understand all i know is justice in ny exited long ago good luck embrace and enjoy your chaos,NONE,AGAINST
congratulations donald you finally got 100 of the vote,NONE,AGAINST
the man is guilty of slapping cheeks wtf didnt bill clinton clap cheeks in the oval office i dont care trump 2024 we need him in office,NONE,FAVOR
failed fake hoax scam sham charade after failed fake hoax scam sham charade in this banana republiclevel kangaroo court show trial of election interference,NONE,FAVOR
this will still drag on for months as obviously an appeal will eat up timethe american justice system is exhausting in its present formtrump will now play the victim and be using every method he knows to get donations to his campaignsickening,NONE,AGAINST
finallythis spoiled entitled con artist is held accountable he will never admit wrong doing for anything his mislead followers need to take off the blinders and see him for the manipulative criminal he truly is hes not a victim hes a prisoner of his own wrong choices,NONE,AGAINST
the jury has spoken donald j trump the j is for joker is a convicted felon america is greatagain,NONE,AGAINST
republicans in 2049 donald who never heard about that fella oh wait he was a commie hired by hillary and obama to make gop look bad i never trusted him,NONE,AGAINST
this all will have come as a total surprise to anyone who spent the last three weeks watching cnns awful coverage telling you how trump was going to be exonerated,NONE,FAVOR
guilty on 34 counts wonder if hell see a day in prison,NONE,AGAINST
joe biden will now be indicted the minute he leaves office by a republican da who will take this page from the democrats playbook the powerhungry democrats put their party above the country and opened pandoras box by prosecuting and potentially jailing a political opponent bec he threatens their power im ashamed to admit i voted for these clowns years ago this case was manufactured by a local da who campaigned on getting trump but has no authority to prosecute a federal elections case that both the fec and doj said there was no crime and by a corrupt democrat judge in a democrat city with a democrat jury let this charade go to trial,AGAINST,FAVOR
will trump be going to prison he could get 4years per each count,NONE,AGAINST
the judge was actually joe biden in a mask and all the jurors were biden family members according to trump f maga,AGAINST,FAVOR
it was good while it lasted,NONE,NONE
lawfare by democrats and despicable 100 casting my vote for trump,AGAINST,FAVOR
he will win on appeal very easily half the people commenting on here didnt pay attention to the trial at all lolguilty yayy but you didnt even pay attention to it idiots alot of shady shit happened with that corrupt judge and his instructions to the jury and last i checked the defense has to prove beyond a reasonable doubt hes guilty which they failed to do smh you people are stupid and dont know the law apparently,NONE,AGAINST
bill gates dr fauci other puppets of the new world order conspired to unleash a biological weapon against humanity to shut down the worlds economy for 18 months and rig an election and zero charges were brought against them george soros funded the black lives matter antifa more recently palestinian protests which collectively have caused over 1b in property damages zero charges were brought against him joe biden and the fbi lied about the laptop from hell which showed numerous images of hunter biden smoking crack having sex with underage prostitutes even when they knew about it before the 2020 election zero charges were brought against joe biden hillary clinton used a private email server for public communications lied to fbi about it and bleached the evidence zero charges were brought against her many of those emails included strange references to pizza pasta hot dogs and other pedophilic symbols with the podesta brothers who are known patrons of pedophilic artwork that they display in their homes zero charges were brought against hillary clinton,AGAINST,FAVOR
this conviction is perfect proof that america is too stupid to remain free,NONE,FAVOR
clearly election interference due to bidens incompetencedems have no faith in him,AGAINST,FAVOR
democrats are running a one party election bribedon or no one i am voting for trump anyway,AGAINST,FAVOR
a bad nasty retired director from general dynamics previously worked in san diego probably more than 85 yrs old now is abusing us govs monitoring satellite to harass normal us civilians inside usa all over the world for his own entertainment amusement these remote sensors of the monitoring satellites are capable of interpreting the words youre thinking in your mind may be by air vibration or by scanning the brainwaves from your brain the israeli idf are using similar satellite technologies to spy on the hamas leadership hiding deep inside the gaza tunnels idf once released footage of these videos in much degraded resolution this could also have been the way how our intelligence services obtained classified information on xi jinpings missile deployment within china this retired general dynamics director could have been the mastermind behind the plane crash killing the secretary of commerce ronald brown of the clinton administration in the plane crash in 1996 in croatia the united states as we learned and studied in american high school does not exist anymore it has been destroyed united states have been dead american citizens dont have human rights this retired director of general dynamics is indeed a national disgrace of the united states if this america disgrace wants to harrass any american civilian he just puts the name of this american into our gov blacklist for monitoring and he can harass this american civilian united states must stop this disgrace retired director from general dynamics our congress should carry out an investigation into our gov satellite misuse i am willing to testify in congress i can give white house my name and let them check if i have been wrongly put onto the blacklist of terrorists for monitoring just for some retired director from general dynamics for his personal amusement and entertainment i am requesting help here from white house thats why im typing all these white house can simply remove my name from the list of terrorists being monitored by the american intelligence services i am the victim of abuse of american monitoring satellites its easy to check white house may check if my name is on the terrorist monitoring list i am willing to contact white house,NONE,NONE
justicia no one is above the law,NONE,AGAINST
introducing to the world the newest banana republic disunited states of america congratulations,AGAINST,AGAINST
well if no one is above the law how come hillary clinton and biden have not been procecuted,AGAINST,FAVOR
1 trump must have known that cohen wasis a dishonest character when he appointed him and usedtasked him to carry out unlawfullshady dealings that alone speak volumes on his integrity or lack thereof 2 the bigest lie ever lets make america great again fact is that usa was is and will in the foreseeable future be the greatest nation in the world irrespactive of his destructive actions usa dominating footprint om all spheres wordwide is prove this 3 his narsistic character lack of respect for women and failure to take responsibility for his indiscretions failures lies etc is there for all to see and make him one of the most unpredictable persons ever,NONE,AGAINST
nothing is going to happen to trump because all of this legal crap is his campaign because he had nothing to campaign on our justice dept didnt even assign a special prosecutor until two years after january 6,NONE,AGAINST
idiots you know this will only galvanise his support hey 4 years of trump coming up,NONE,FAVOR
surprised he was found guilty but he still wont go to jail anybody else would go to jail,NONE,AGAINST
and what exactly was the secondary charge all u interweb lawyers lolhahahaha appealwin reversedleft loses their collective minds as this clown show is overturned hahahahahahaha cant wait,NONE,FAVOR
convicted felon donald trump is so arrogant he never thought such a thing would happen convicted felon trump must face law just like anyone else convicted felon trump will try to convince people he is a victim but convicted felon trump not above the law,NONE,AGAINST
all i can say is this if he is not given a jail term like everyone else they your justice system is clearly about white privileged he needs to be jailed otherwise you are going to have everyone appealing there sentences siting trump trial case whats good for trump is good for all americans astonishing we all are waiting with bated breath it can only be jail time more pending,NONE,AGAINST
such a spoiled brat please people that support him if they play sports do they play by the rules do they break laws if they are discovered breakingrule or law then are they willing to repent ask for leniency dont do the crime if you cant do the time,NONE,AGAINST
if a porn star makes donald trump a fool what do putin and xi do to trump and usa,NONE,AGAINST
maga snowflakes out in full force to let us know how totally not upset they are,NONE,FAVOR
so the biden vs trump debate will take place between 2 6 pm on a wednesday or thursday at rikers then they also have visiting hours on weekends between 8am noon but who wants to wake up on a saturday morning listening to trump cry whine through a tin can sounding intercom system on the convicts side of the glass partition,NONE,AGAINST
history made guilty as charge on all counts amen,NONE,AGAINST
trump just handed biden the presidency with this verdict all biden has to do is stop screwing it up with all the tax hike talk and he will win stop hiking tax and stop talking about tax hike no one wants to pay more tax please for the love of all the country take this win without screwing it up with your stupid tax hike,AGAINST,NONE
hmmm yeah im gonna still vote for trump in 2024,NONE,FAVOR
who should play trump in the tv miniseries im thinking docudramedy so maybe john lithgow he did a great portrayal of roger ailes in 2019s bombshell,NONE,AGAINST
so hes going to prison and wont be out president,NONE,FAVOR
trump should have been the 2nd president to be found guilty after gw bush for his crimes against iraq,NONE,AGAINST
now lets hope this convicted felon is incarcerated and not merely given probation a nice 1218 month sentence in a nys mediumsecurity prison somewhere in northern ny state,NONE,AGAINST
