comment,label
found liable for what hmmm paying his bills no one was harmed or slighted uh ha and letticia running for an ag of the judicial system shouting during election campaign she would get trump how is that for justice an ag who is supposed to be fair but only when she wants otherwise the system is multitiered it aint over ms letticia and you will be looking for work because you showed your envy hate prejudice and injustice those who think this is good are just hollywood telluswhattothinkandvision the mindless,0
two tiered justice system,0
hopefully they appeal this because the judge was a bias judge,0
can the court also collect all the trades people he screwed money from,0
yall making jokes but this was a terrible terrible ruling if you were in trumps situation youd feel like you never had a fair chance for something thats been terribly adjudicated the bank agreed to the evaluation period the government cannot arbitrary determine the value of a private deal,0
the judicial system is corrupt it is a shame justice for trump trump 2024 america stand with trump,0
that is going to be thrown out on appeal the judge is crooked as a bent stick,0
two tier justice system at its finest,0
this is total bs the banks say everything was perfect how can one dirty democrat judge bankrupt you kangaroo court,0
trump has also previously been found liable for 83 million in the ejean carroll case to add to these latest fines in the face of factual reality and the rule of law wannabe dictator trumps endless bs and criminality has finally been called out lets see how the serial liar and loser fares in the other trials particularly the election denial and fixing attempt including the j6 violent insurrection this is beyond time for justice to be seen to be done with this nasty divisive crook,0
this is however the usa a twofaced country with corruption rife within its poor excuse of a legal system so there will of course be appeals from the whole bunch of fraudsters i expect followed by more appeals no doubt in the uk such fraudsters would be jailed if found guilty of such grand larceny but not in this immoral place of indecency would i be correct in assuming that if someome stole a few thousands in cash or less that they would almost certainly be jailed with no appeal allowed,0
trump stop payment to all lawyers,0
this judge is pure corrupt scum,0
eric fredo trumps punishment is he has to read a book that doesnt require crayons it would have been harsher but the judge quickly realized what a moron he is,0
justice is making america great again,0
democrats rigged justice system corruption,0
these cabal courts are criminal,0
attention american citizens mrs fani waste 50000 for her campaign they went after mrtrump for money resources and abuse of power going after mr trump to keep him off the ballot and indict him on deformation of character mr wade said the money he got was never reported for income taxes file the judge is violating mr trump rights when he got substantial evidence and facts mr trump from the bank mr trump didnt commit fraud this judge is crooked and hes about helping them to put false claims in against billionaires this judge should be disbar for judge abuse and being bias against mr trump this is dead wrong of this judge no equal justice mr trump has a right to get justice the judge is ignoring the bank testimony that he didnt commit bank fraud,0
overturned on appeal the hormonal hillarys are still bitter that she lost,0
so some clown judge one guy can order another guy to pay 355 million dollars everyone should be wary of this if they can do this to a past president what if they came after you,0
that judge is corrupt he openly stated he was going to find trump guilty at the beginning of all this seems pretty shady,0
he got off light he should have been banned from real estate for life now he can be charged criminally for fraud,0
absolutely love that news could not have happened to a more dishonested under handed criminal in us history but im innocent his favorite whine,0
good luck with that lol trump collects money he doesnt pay it out im sure when he gets re elected he will pardon or dismiss that somehow that judge may regret doing that,0
there is justice after all,0
read the judgment 3 years no business for trump and all business licenses yanked pretty much corporate death penalty cabot barrow money and cabot be in any financial position for 3 years also 2 of his officers got life time ban,0
that judge is 100 full of sht,0
trump will come out on top ingron said he was guilty before the trial was that a real trail if are government lets this fly the democrats corrupted are country its not the usa anymore biden is the cause of this its part of the bidens crime familys,0
he says theres no victim looks like hes a victim of his own crimes cool beans,0
id refuse that was a complete sham trial no matter what one thinks about trump love him or hate him the court violated due process on several levels and the verdict would go to appeals all the way to scotus and no one would get a single red cent until the scotus actually ruled on the constitutionality of the lack of due process perpetrated by engerons corrupt court,0
lets not forget about the irs and the taxes he didnt pay on the fraud its not over yet don his books are so bad he cant even file an amended tax return mic drop,0
massive obama conspiracy against trump httpswwwyoutubecomwatchvc6_ftjpdyrc another sleazy unelected judge placed by sorosclintonobama no evidence no grounds no proof no ability to act as a real judicial here we go again with another fake trial with false accusations and no evidentiary proof more of our tax dollars were wasted by the lameduck administration,0
when corruption takes over the court system every citizen will become a victim,0
this will be easily overturned in the supreme court when the republican get into power all of these judges will be arrested and charged,0
a clear biased judge since it is common practice in real estate the values were accepted by the banks and trump paid all loans on time never s real estate company was prosecuted by this us is becoming like russia venezuela and nicaragua pros securing and jailing the enemies of the regime,0
that judge is a disgrace fjb,0
355 million from trump for fraud 83 million for defamation 5 million for rape in civil case where is the gop gonna get the money to keep trump afloat donors are far and few between for wasting money on the dead end trump the good news is that trump cant appeal this to the supreme court he will have to pay,0
dam dosent he understand the court systems will break his ass payback is a bitch,0
judge said get outta town,0
this is making yall way to happy what goes around comes around the whole judicial system is fixed bring biden to a red state and let tara reide sue him for his assault on her we will give her 80 million dollars this is political 1000 rfk 2024,0
will be tossed on appeal,0
appeals sure but make him pay first on any appeal then those folks can spend decades of excuses and erected hurdles before sending him back penny by penny,0
lol kangaroo court clown judge they will never get a dime no evidence of any wrong doing its a clown show and the judge is corrupt he will get hes just like fanny geting hers,0
he must appeal this decision it is wrong the judge was partison and did not like donald trump all the people going after trump dont want him back in the white house he was exposing them for the evil they are democrats want complete control cnn msnbc have been totally bias for the democrats they refused to report any good that he accomplished,0
look at this judge make me sick poor trump,0
wait they are suing his kids no wonder that old ass judge wants a retirement pay from a president what a sad man,0
trump clearly will appeal and win dems just upset now because hes clearly going to win the election,0
i disagree that there were no victims he cheated the bank out of money they could have charged him and received how is that victimless,0
not lawyer civil fraud is a felony isnt it,0
in america a man can be found liable for sexual assault and defrauding the government of 355000000 and not spend a single day in jail god bless america,0
more bs the judge is more crooked than joey,0
appeal appeal delay delay do we really think that he will pay very little if any of this,0
this judge is so fking corrupt a total biased pos that already has his decision before the trial even began trump will win on appeal,0
its amazing how you can say all that with a straight face this is a political sham trial no one was harmed the banks agree with trump the judge specifically and district attorney should be disbarred completely unethical everyone should be ashamed for cheering on such a kangaroo court imagine if they can do this to trump they can do it to anyone of us,0
this judge and the ag james have to be looked into,0
the tax payer is the victim obviously,0
i am appalled that judge engoron did not revoke the trump organization s licenses to do business in new york state in perpetuity it is apparent that all the trump family are criminals,0
judge eggmoron and chunkytubbs james are the frauds here they are nothing the biden administrations puppets that do their bidding,0
in some ways not giving the trump organization the corporate death penalty it keeps them in new york and under new york jurisdiction with a independent monitor and corporate outsider to regulate the business will ensure that if he breaks any other laws the new york ag will have jurisdiction,0
judge orders trump to pay 355 million in civil fraud trial then theres the 833 million plus the original 5 million for ej carrol then there is the 76 million over last two years on attorneys as legal troubles thats 519 million and counting tired of winning yet hope his trumptard followers are getting out their checkbooks,0
trump filing chapter 7 is his expertise nys and democrsts want to use the money to give to immigrants 5000 debit gift cards and 500 night hotels for years illgotten gains what about biden is he next too most likely bench trials deprive constitutional rights to civil trial by jury,0
appeal to supreme court justice will be served,0
trump will not pay a dime of this fine it will be reversed on appeal because there are no injured parties all loans were paid of in full and on time with all interest this judge is digging his own grave in fact he looks like he is dead already,0
lol they say that the wheels of justice turn slowly when i imagine the wheels of justice i see a gigantic yellow road compactor rolling over trump at one inch per day and it just caught his toes should have happened decades ago but it will be sweet to watch,0
fake newsnever heard by a juryjudge decided and biased judge def getting overturned,0
hahaha breathe hahaha the beginner of justice,0
please keep habba as your lawyer shes killing it,0
yet hes still not in jail if you ever wanted to see the divide between how the law works for rich people compared to poor people this is it if this was a regular everyday person they would have thrown them in jail and thrown away the key already our legal system is a total joke,0
the ny sleezeball system would not investigate the clinton foundation ran out of their city anytime soon pathetic they can just pick and chose their political judicial system,0
justice has been served to the convicted rapist criminal charges forthcoming,0
is that lawyer liberace,0
the ugly judge approaches again for money only strange the amount is the amount newyork lost in people moving away,0
appeal incoming nothing to see here,0
all this is bs that judge is not neutral he is doing political interference nothing happens to hillary clinton joe biden and sontrump 2024,0
justice for all tired of winning you rpist,0
that is what happens when you have a bunch of democratic crooked judges prosecuting criminal cases in state courts,0
should have held trial in salem ma,0
this man is worse than the gotti crime organization,0
biased judge paid and controlled by the liberals to bankrupt trump on bullshit charges,0
trump has the right to appeal the verdict but to do so he must put the money on the table in his testimony he boasted that the trump organization has more than 400 million in cash,0
so hes a criminal now too great pres,0
it just shows what a corrupt cesspool new york is ill tell you one thing you can definitely call him president donald trump how did they find a good person guilty before the trial only in new york he will never pay a dime and rightfully so,0
that judge is breaking the law his evil looking smirk says it all,0
i would assume the appeals for this bs have already been filed,0
i want these judges to demand immediate payment and not allow him to go bankrupt again,0
yet another miscarriage of justice but trump will appeal and the judgement will be cancelled hope he pulls everything out of ny and moves to somewhere that isnt run by a bunch of crooks and all the people will be out of a job who work for him im sure they will really appreciate that da who started this and that bent judge,0
way to go judge and ms james now will you all wipe the smiles off of your faces poor citizen trump and grifters,0
what other lawsuits may more easily follow because a judgment of wrongdoing has been made,0
is the judge going to fine or suspend every other new york businessman or corporations from doing business like he did trump given they all do this why is trump the only one accused and charged with this it is selective prosecution and against trump all other real estate moguls do this same thing the marketplace nor any bank was ever hurt or damaged by trump,0
judge arthur engoron handed down judgement and oder trump org to pay penalties 363894816 and banned from doing business in ny for 3 yrs each is responsible for their penalty trump 354868768 eric 4013024 trump jr 4013024 weisselberg 1000000,0
can judges be disbarred for blatant miscarrages of justice,0
is justice finally catching up to mr trump,0
im not on anyones side but this stuff looks like a good old fashioned lynching this is looking like the game monopoly you dont play by the rules they take your toys away the judge literally looks like some ancient depiction of a demonhuman hybrid,0
note that the judge said trump was not someone terrible like bernie madoff why not samuel bankman fried or is sbf now a dnc martyr,0
the judge is both biased and abused his judicial power weaponized the bench in a effort to destroy trump clearly there is an on going effort to ruin this man,0
how could a us present to make 355 as a present could the judge name one,0
this was expected from the thirdrate banana republic level court in new york the justice system in new york is political and corrupted just my opinion,0
a crooked judge a soviet show trial seventeen seventysix its going to be a bumpy ride patriots arise,0
the federal law allows the death penalty that use color of law to maliciously prosecute so as to deny persons of their rights donald trump can use the law to defend himself his family and his business httpswwwjusticegovcrtdeprivationrightsundercolorlaw,0
so this clown show of a trial is over for now i just have a few questions where is the money going to with no real victim is it going to help repair and clean up ny or to pay for more immigrants to come live for free,0
only a liberal half wit would have hair that looks like that judges,0
lets celebrate the judiciary system is showing signs of life,0
im very happy with this ruling because of people like trump the rest of us have to pay more for everything we the ones who pay more taxes for these guys to pay 750 to the irs in one year but what i really want to see is criminal defendant trump to go to jail,0
what a crooked judgehe is pure garbage,0
how do you have a trial without a jury,0
i believe it all political if wasnt why was he brought to court in the election year and not 3 years ago fire joe biden and remove all who not putting this country and the american people first remove the two tier justice system,0
dear cnn news please investigate the following concept very carefully if we interpret the actions of russian president vladimir putin as the retaliatory assassination of alexey navalny for the ruling issued by the judge against donald trump this fundamentally requires an absolutely invasive digitally and materially present instance of espionage either within the inner circle of the judge their courthouse or the trump legal team the assassination happened immediately before the ruling and public knowledge of its contents details but during its time of being typed printed and controlled dissemination this meaning a russian presence is somewhere within the 24 hours prior to these very moments of today there is a russian spy operating either digitally or physically within the united states which has to be embedded within this new york civil fraud case if the russian spy is within the inner circle of the judge or the courthouse the people who have access to computers and documents is limited thus the presence should be easily detected if anybody realizes they need to go searching for it if however the russian spy is within contact to the trump legal team then we would have undeniable proof that donald trump is in contact with vladimir putin the former united states president is an asset to the present russian president is by all obvious accounts a traitor the immediate arrest and isolation of donald john trump for treason is warranted and his candidacy for a second term as president is forfeited if this does not proceed immediately then it is a conspiracy to allow it to continue on if not for by as an intelligence operation then as a systemic corruption to deny this egregious vulnerability of western democracy because if the russian spy is operating freely within the courthouse so as to meddle about where else in association to donald trump are they operating in america there could be multiple locations and branches of governments and places of law that are technically compromised here,0
to hell with that communist treasonous leftwing antiamerican judge,0
great but it was civil fraud trial no jail time,0
how many times will trump be found guilty before his followers admit hes guiltywake up people youve been scammed by an orange narcissistic sociopath,0
never going to happen hell have that squashed in appeals court,0
the fraudfather and his crime family is finally found guilty,0
joke case it will be appealed and overturned trump 2024 maga,0
trumps cultfollowers believe him when he says every one of his guilty verdicts is election interference by democrats those fools will swallow anything its pathetic,0
was anyone expecting this corrupt judge to render a just verdict,0
an injustice and what about hunter hilary joe etcwho actually did break the law oh thats right they are democrats they are immune from being persecuted,0
trump just told his lawyers youll have to sue mme to get paid,0
cnn anchors experience a climax with this judgement but after their cigarette they should really interview attorney robert barnes httpswwwyoutubecomwatchve7hz9uplc3y,0
only a fool would think trump would have to pay that the supreme court loves him,0
the judge gets to decide what your property is worth now folks the banks didnt ask for an appraisal they asked what he thought it was worth this is common practice even the banks told the judge it is common practice what a witch hunt as they even said a victimless crime,0
sold out judges everywhere chicken shiz,0
that judge is corrupt himself higher court will put him in his place back kn small claims,0
còrrųpt judges and a weaponized justice systems made by corrupt dems to prevent the qualified and popular person from presidency,0
watching from sydney the partisanship and these court cases on both sides are tearing your country apart im so glad australian politics isnt like this,0
ha ha it will be overturned no question watch in the end this judges time is over and new york city will deeply regret this,0
so i guess mara largo is only worth 18 million dollars also a victim was conjured out of thin air not one bank or financial institution claimed fraud so where is the victim hell i didnt vote for trump but i have bought a house or two ive also borrowed money using a house as collateral the bank always gets the property appraised if its business property they allow for potential profit margins when valuing your business as a black business man im sorry but this stinks to high heaven whats worse is its wasting everyones time this case will never survive appeal once it leaves ny state im a liberal but im fair if this is now what it means to be a liberal i guess its time to look at the other party,0
every american who owns property every commercial developer in this country best hunker down the communism is full bloom now the most unreal civil case in history decided by judge engoron who just showed putin how the democrats play the court system in america,0
corrupt democrat judge bought and paid for by the democrat party,0
ah the judge took it easy on them now they should never cry about not having a jury trial a jury would have stuck it to them,0
new york taxpayers trump vendors and bankruptcy courts had been defrauded by the trump organization 02162024 response by political analyst and strait shooter cliff strait telling you what mainstreet media their commentators and their pundits will not tell you i like how cbs disabled their comments while they lie about there not being any victims just because trump paid banks they miss the fact that the new york taxpayers had been defrauded by trump lowering his property values thus not paying his fair share in taxes then he paid banks but defrauded his vendors by not paying them and then filing bankruptcy based on lower property values this is all fraud the 3year ban basically is a life ban for trump actually trump is getting off very light because some of these crimes are considered bank fraud crimes for filing false bank statements the department of justice should have been the first agency to have filed charges for bank fraud but because merrick garland is the current attorney general trump is receiving deference that no other taxpayer would receive this places trump above the law it is very clear there are at least three or four justice systems at play one for the very rich the powerful white privilege and another for minorities,0
who says that this court verdict will stick who says that this outrageous radicalism should stick president trump built one third of nyc and this is how new york treats him really,0
and yet all the bankers received their money back plus interest and were not claimants banks and insurers did their own due diligence this is lawfare and a hitjob against trump,0
couldnt happen to a more deserving crook,0
this is ridiculous the stupidity od it all this is unlawful,0
lmfao the finding of fraud is going to be overturned the award wont be a tenth of this in the end just fuck off amounts,0
judge loses his mind and makes a personal political decision against big bad orange man and it will be tossed in an appeal,0
reading the comments i do not believe a single person knows what this case was about trump didnt owe taxes didnt owe bills nothing like that the case was weather trump inflated the values of his home and business to secure loans thats it a judge who already said trump was guilty before day one of court handed down an official verdict today yeah im sure thats legit this is nothing more than politicians a crocked judge and an attorney trying to assure trump is not reelected with no witness no evidence nothing thing is though his support just keeps growing even lifelong dems can see the writing on the wall and are walking away from the party the more dems throw things at the wall to see if they stick trump will appeal and win with a real judge who cant be bought by the dems and we all know it and for the petes sake people if youre going to comment on a story please understand what the story is and dont comment with made up lies just to throw dirt thats just sad and makes you look obtuse,0
this weird judge should be removed from the bench this has been the weirdest trial ive ever seen how do you find someone guilty without due process never mind the blatant prejudice this judge displayed during the proceedings appeal,0
how can you be guilty of fraud when no one was defrauded will be reversed on appeal,0
for ripping off the public in the bernie maddoxs ponzi scheme he gets life in prison and the think the repossession of ill gotten gains for ripping off the federal govt in trumps fraud scheme he gets no prison time and no repossession of ill gotten gains instead he gets fined 354 million and no business in ny state for a few years i dont see the justice here,0
yes the wheels of justice move slowly but they do move ty judge engoran,0
lmfao that judge is going to prison,0
and do the interminable appeals process begins,0
keep the justice coming because its beyond time that trump is held accountable,0
that judge is a crook and a bum,0
that judge is just not fair look at him laughing democrat all the way he is not holding up to his oath what sham and shameful to the human race it looks like a vendetta against mr trump and his family,0
he committed no crime wtf,0
appellate push backwtf is that bs,0
yeah really win for new york you idiots ultimately new york will suffer from their own ruling,0
trumpie to prison yes finally justice,0
the judge democrats corruption,0
omg crazy numbers what was his lawyer doing,0
arent there many other cases left yet also,0
i disagree that there were no victims in thetrump fraud trial by him deflating assets for the irs it meant that in order to balanace the states budget ordinary citizens had to pay extra taxes this is similar to the effect that shoplifters have on the price of goods insurance fraud has on premiums etc,0
we have taken enough of this poor mans money after his next trial lets send him to prison,0
trump better not pay a dime that judge is as corrupt as they come,0
lol what a joke trump will not have to pay a penny fraud sham rigged trial every one world wide knows this is bs juts desperate democrats,0
this judge is awesome now lets see trump pay this,0
judge engoron is my new hero the beginnings of a happy ending to a sad chapter in american history,0
going to supreme court,0
thank you judge for enduring all the nonsense and verbal abuse you had to endure throughout this trial,0
the judge was bias with an axe to grind this opens the door to shakedown those they dont like corruption in the justice system,0
dont convicts usually have to stay in jail until they get a bond,0
this ruling is ridiculous and everyone knows it he will win on appeal,0
liarspull the tax returns and financial statements liberal corrupt judges,0
his lawyers did a great job,0
trump will appeal this fake case and win trump will also win 2024 i bet many businesses and business owners will be bailing out of new york for free states like florida and texas,0
they wont get what think appeals court will reject on the grounds of how and what the judge said before the trial,0
what a farce what a kangaroo court,0
is an appeal an option,0
his finances will be jeopardized not only in new york but pretty much anywhere he will probably have to come up with ideas on how to get the money for a bond since there is not going to be any company willing to get involved in this matter the judges ruling responsibly didnt create chaos there are innocent subordinates affected by this but restricted him in such a way that he no longer could conduct funny business in new york djt is in the hurt locker for sure,0
why only civil court charges not 1 criminal charge yall think we dumb,0
lol a bribed judge that needs prison,0
